data(p149):a2(A,2):-0.3271161170993295 
data(p298):a5(A,g):-0.2699078184364082 
data(p298):a6(A,aa):-0.06558607794150054 
data(p298):a7(A,v):0.20371426111152058 
data(p298):a9(A,f):-2.940092315183784 
data(p298):a10(A,t):-0.6522212603570244 
data(p298):a12(A,t):-0.05305941655627403 
data(p298):a13(A,g):-0.147276699191426 
data(p622):a2(A,0):1.693307407268259 
data(p622):a3(A,0):1.4921635994992668 
data(p622):a8(A,2):1.8297127362506111 
data(p622):a11(A,0):-0.23680244971049805 
data(p622):a14(A,0):1.4724397133461524 
data(p622):a15(A,0):0.21560385005487961 
data(p622):a1(A,b):0.8233481483690617 
data(p622):a4(A,u):-0.38930505791204045 
data(p622):a5(A,g):-0.1549071766576786 
data(p622):a6(A,c):1.644806473307121 
data(p622):a7(A,j):0.0 
data(p622):a9(A,f):-1.895351259132313 
data(p622):a10(A,f):0.0347576284363832 
data(p622):a12(A,t):0.06961058294530069 
data(p622):a13(A,s):-0.018509057071220244 
data(p337):a2(A,3):-0.4965421362193415 
data(p337):a3(A,2):-0.3364180724895471 
data(p337):a8(A,1):-2.210949665281665 
data(p337):a11(A,0):-0.42603294947832915 
data(p337):a14(A,0):0.01559419238957796 
data(p337):a15(A,1):-0.4172799833574361 
data(p337):a1(A,b):0.4201957584689411 
data(p337):a4(A,u):-0.25192557942511434 
data(p337):a5(A,g):-0.11769145984797516 
data(p337):a6(A,c):0.29693947688200184 
data(p337):a7(A,v):0.27623246645012123 
data(p337):a9(A,f):-3.4503845164186107 
data(p337):a10(A,f):-0.12477819360399352 
data(p337):a12(A,t):0.40406289045653304 
data(p337):a13(A,g):-0.12206675356737141 
data(p27):a2(A,3):-0.06761895918312433 
data(p27):a3(A,3):0.5740047944193885 
data(p27):a8(A,3):1.7082846882940492 
data(p27):a11(A,1):1.2229727009931228 
data(p27):a14(A,0):2.2354380735684596 
data(p27):a15(A,0):-0.13683235897712318 
data(p27):a1(A,a):1.1119067182966298 
data(p27):a4(A,u):-0.22465660849699423 
data(p27):a5(A,g):-0.168416371968766 
data(p27):a6(A,i):-0.5983926831665176 
data(p27):a7(A,bb):0.15789484587339014 
data(p27):a9(A,t):1.4777951987998403 
data(p27):a10(A,t):0.12758018527956116 
data(p27):a12(A,t):-0.02973765026316686 
data(p27):a13(A,g):-0.12431143367102386 
data(p589):a2(A,1):2.1127649098018586 
data(p589):a3(A,1):-1.2070088780515318 
data(p589):a8(A,1):-1.7719268459883089 
data(p589):a11(A,1):1.766553767618581 
data(p589):a14(A,1):-1.3090269509272148 
data(p589):a15(A,2):1.0018520759638738 
data(p589):a1(A,b):0.3973705672875631 
data(p589):a4(A,y):-0.8529996239591191 
data(p589):a5(A,p):-0.6016073097596497 
data(p589):a6(A,c):0.4842231920703925 
data(p589):a7(A,v):0.34024926389262417 
data(p589):a9(A,t):1.6809619661665371 
data(p589):a10(A,t):-0.11911548727366134 
data(p589):a12(A,t):0.17170894881601778 
data(p589):a13(A,g):-0.1058200694843476 
data(p44):a2(A,3):-0.3684957931329157 
data(p44):a3(A,3):0.09416885502133143 
data(p44):a8(A,3):1.4267979168823708 
data(p44):a11(A,1):1.4423468061533606 
data(p44):a14(A,0):2.2681057113393797 
data(p44):a15(A,0):-0.5850406532368556 
data(p44):a1(A,b):0.3907312524679576 
data(p44):a4(A,u):-0.16493319360752615 
data(p44):a5(A,g):-0.13271802992719536 
data(p44):a6(A,w):1.2641731599105799 
data(p44):a7(A,v):0.08276980053182055 
data(p44):a9(A,t):1.5156738687768416 
data(p44):a10(A,t):-0.1342081829952841 
data(p44):a12(A,t):-0.010689519806015612 
data(p44):a13(A,g):-0.06870479031861798 
data(p498):a2(A,0):-0.15597724042358532 
data(p498):a3(A,3):-0.7977935964919572 
data(p498):a8(A,2):0.8352874510163627 
data(p498):a11(A,0):-0.40974818864154555 
data(p498):a14(A,0):1.2302218237034088 
data(p498):a15(A,1):-0.8139383646593794 
data(p498):a1(A,b):0.3571065869966787 
data(p498):a4(A,u):-0.17747437469499766 
data(p498):a5(A,g):-0.05295945536951411 
data(p498):a6(A,c):0.33959326742785234 
data(p498):a7(A,v):0.060913210486690086 
data(p498):a9(A,t):1.291153942001101 
data(p498):a10(A,t):-0.4585797997671059 
data(p498):a12(A,t):0.11394660632537783 
data(p498):a13(A,g):-0.06352100100802052 
data(p516):a2(A,2):-1.3876792034657979 
data(p516):a3(A,3):0.0067696697162505995 
data(p516):a8(A,3):1.7093813573009633 
data(p516):a11(A,0):-0.3873037286414601 
data(p516):a14(A,0):1.7519115522228392 
data(p516):a15(A,0):-0.46422473202770215 
data(p516):a1(A,b):0.41037686096177883 
data(p516):a4(A,u):-0.08588597193031797 
data(p516):a5(A,g):-0.09494111515300163 
data(p516):a6(A,x):1.3752745685421275 
data(p516):a7(A,v):0.17732143505999126 
data(p516):a9(A,t):1.318159856885479 
data(p516):a10(A,f):-1.0150762232956165 
data(p516):a12(A,f):0.3059140779667634 
data(p516):a13(A,g):-0.07445440318022017 
data(p660):a2(A,1):0.5038751918115244 
data(p660):a3(A,2):0.2225633678446822 
data(p660):a8(A,1):-1.730765765219352 
data(p660):a11(A,0):-0.4424300267785917 
data(p660):a14(A,0):0.6769769566711276 
data(p660):a15(A,1):-0.4703846232898519 
data(p660):a1(A,a):1.385702604972787 
data(p660):a4(A,u):-0.43397695714255907 
data(p660):a5(A,g):-0.21762818046558602 
data(p660):a6(A,c):0.7456533283169384 
data(p660):a7(A,v):0.09040538667900501 
data(p660):a9(A,f):-4.255934147041741 
data(p660):a10(A,t):-0.48856388009812246 
data(p660):a12(A,t):0.17397152048697562 
data(p660):a13(A,g):-0.16040591989940556 
data(p562):a2(A,1):0.5698699416957419 
data(p562):a3(A,1):-0.616014758503879 
data(p562):a8(A,2):1.0047491728476676 
data(p562):a11(A,0):-0.2935248552223588 
data(p562):a14(A,0):0.03980544621222534 
data(p562):a15(A,2):0.8751637958215197 
data(p562):a1(A,b):0.7244330772508373 
data(p562):a4(A,u):-0.06557864855205375 
data(p562):a5(A,g):-0.10857389708533721 
data(p562):a6(A,x):1.0992762888901364 
data(p562):a7(A,h):1.2163683850546914 
data(p562):a9(A,t):1.4527188261292323 
data(p562):a10(A,f):-0.753174673344628 
data(p562):a12(A,f):0.4430104496690064 
data(p562):a13(A,g):-0.09662593673641902 
data(p455):a2(A,3):-0.42850981802647875 
data(p455):a3(A,1):-1.1041007972460417 
data(p455):a8(A,3):1.2752471375775551 
data(p455):a11(A,0):-0.42633111646200267 
data(p455):a14(A,0):-0.31592566570446995 
data(p455):a15(A,1):-0.3427910929241863 
data(p455):a1(A,b):0.7209793086337881 
data(p455):a4(A,u):-0.24184148798585975 
data(p455):a5(A,g):-0.08796850607939365 
data(p455):a6(A,d):-0.003625417897365417 
data(p455):a7(A,v):-0.18314604206040808 
data(p455):a9(A,f):-2.979921593504888 
data(p455):a10(A,f):-0.3681110877129461 
data(p455):a12(A,t):0.04685653841263479 
data(p455):a13(A,g):-0.10794683451739984 
data(p388):a2(A,0):0.3644445440216973 
data(p388):a3(A,0):0.8369040785371752 
data(p388):a8(A,1):-2.608196608261522 
data(p388):a11(A,0):-0.30111091191198464 
data(p388):a14(A,0):1.89870168877891 
data(p388):a15(A,0):0.10265575732594617 
data(p388):a1(A,b):0.7072044681839579 
data(p388):a4(A,u):-0.46490250997760435 
data(p388):a5(A,g):-0.139254063358732 
data(p388):a6(A,c):1.3870228177412618 
data(p388):a7(A,v):-0.9308532944982733 
data(p388):a9(A,f):-2.5254659714972134 
data(p388):a10(A,f):-0.09748113807361589 
data(p388):a12(A,t):-0.01466995965157787 
data(p388):a13(A,s):-0.12255441833339027 
data(p72):a2(A,2):-1.5852763824119644 
data(p72):a3(A,2):0.5643155749624703 
data(p72):a8(A,3):1.7827156214157673 
data(p72):a11(A,0):-0.5216535721639997 
data(p72):a14(A,2):-1.7281541924947714 
data(p72):a15(A,0):-1.4189417738301016 
data(p72):a1(A,b):0.5924150179454518 
data(p72):a4(A,u):-0.3345657978428316 
data(p72):a5(A,g):-0.2076542549108838 
data(p72):a6(A,d):-0.057838647575081725 
data(p72):a7(A,bb):-0.03489019627831026 
data(p72):a9(A,t):0.9234153613427812 
data(p72):a10(A,f):-1.2417918647530637 
data(p72):a12(A,t):-0.05964651477140002 
data(p72):a13(A,g):-0.21437335926487142 
data(p543):a2(A,0):0.20045467503164913 
data(p543):a3(A,3):0.31422535242000926 
data(p543):a8(A,1):-1.889310659021506 
data(p543):a11(A,0):-0.34944108586036354 
data(p543):a14(A,1):-1.067847466246253 
data(p543):a15(A,0):-0.2762049466921445 
data(p543):a1(A,b):0.2030448019568016 
data(p543):a4(A,y):-0.8769407231926489 
data(p543):a5(A,p):-0.7075639769707841 
data(p543):a6(A,k):-0.7763506236130485 
data(p543):a7(A,h):0.8552482973533616 
data(p543):a9(A,t):1.124112783427706 
data(p543):a10(A,f):-0.5630585750568946 
data(p543):a12(A,t):0.28984558728405535 
data(p543):a13(A,g):-0.1670660232938292 
data(p457):a2(A,2):-0.7102681469383478 
data(p457):a3(A,0):1.4741051052317113 
data(p457):a8(A,0):-0.8865418846358204 
data(p457):a11(A,0):-0.3196406160009628 
data(p457):a14(A,2):-0.6847582459320463 
data(p457):a15(A,0):-0.6358643030681087 
data(p457):a1(A,b):0.4379733469097028 
data(p457):a9(A,f):-1.332645929837837 
data(p457):a10(A,f):-0.14056179331565097 
data(p457):a12(A,f):-0.025979299446700833 
data(p457):a13(A,p):1.1814805472864034 
data(p634):a2(A,2):-1.4350070632278666 
data(p634):a3(A,1):-1.1157136563181669 
data(p634):a8(A,0):-0.6010544551960731 
data(p634):a11(A,0):-0.4152936469291682 
data(p634):a14(A,1):-1.612432504688479 
data(p634):a15(A,0):-0.01976433249875049 
data(p634):a1(A,b):0.41427209081538313 
data(p634):a4(A,y):-1.6097653220199257 
data(p634):a5(A,p):-0.7539744522473292 
data(p634):a6(A,k):-0.5228145422847839 
data(p634):a7(A,ff):-0.2086788608713365 
data(p634):a9(A,f):-2.2451195519403573 
data(p634):a10(A,f):-0.4278489245911986 
data(p634):a12(A,f):-0.24763943669134608 
data(p634):a13(A,g):-0.22955637257932685 
data(p432):a2(A,1):1.8211454645126057 
data(p432):a3(A,2):-0.5245308085036756 
data(p432):a8(A,0):-0.1368109741949719 
data(p432):a11(A,0):-0.4163513227873061 
data(p432):a14(A,1):-0.9480668356282128 
data(p432):a15(A,2):-0.09215583601959627 
data(p432):a1(A,b):0.27639285687203713 
data(p432):a4(A,y):-1.4506727454682005 
data(p432):a5(A,p):-0.8892776511340635 
data(p432):a6(A,c):0.6967908155198498 
data(p432):a7(A,v):0.46914389186777383 
data(p432):a9(A,f):-3.4528689560038166 
data(p432):a10(A,f):-0.21616150608869736 
data(p432):a12(A,f):-0.28596273745124223 
data(p432):a13(A,g):-0.19957069614101874 
data(p628):a2(A,2):-1.4212817954849184 
data(p628):a3(A,1):-1.0444660625077904 
data(p628):a8(A,0):-1.1520743032107423 
data(p628):a11(A,0):-0.3776030584739998 
data(p628):a14(A,0):-0.6968541877266291 
data(p628):a15(A,2):0.22659879451567164 
data(p628):a1(A,b):0.6440423397761913 
data(p628):a4(A,u):-0.18957824248225086 
data(p628):a5(A,g):-0.18665406670169365 
data(p628):a6(A,ff):-0.2525033799519833 
data(p628):a7(A,ff):-0.2203037442672859 
data(p628):a9(A,f):-2.9469723734967936 
data(p628):a10(A,f):-0.17672096408020255 
data(p628):a12(A,f):0.014031527372853132 
data(p628):a13(A,g):-0.13691393280082378 
data(p654):a2(A,0):-0.27614228935021207 
data(p654):a3(A,3):-0.045763218853434096 
data(p654):a8(A,1):-2.2837488005945774 
data(p654):a11(A,0):-0.383426450697802 
data(p654):a14(A,1):-1.0221622255578848 
data(p654):a15(A,1):-0.14833048239602145 
data(p654):a1(A,b):0.39499333579754603 
data(p654):a4(A,u):-0.16145860770673157 
data(p654):a5(A,g):-0.05963337743371429 
data(p654):a6(A,i):-0.7426185463656084 
data(p654):a7(A,v):0.10743150450256084 
data(p654):a9(A,t):1.3108265675728985 
data(p654):a10(A,f):-0.3037532832540131 
data(p654):a12(A,t):0.1351734883742849 
data(p654):a13(A,g):-0.07973717250493847 
data(p265):a2(A,3):-0.019051127523811336 
data(p265):a3(A,0):2.052348789614389 
data(p265):a8(A,0):-0.8332742206816397 
data(p265):a11(A,0):-0.3498256652924339 
data(p265):a14(A,1):-0.9185931787336766 
data(p265):a15(A,0):-0.25448757666420047 
data(p265):a1(A,b):0.6778883172767367 
data(p265):a4(A,u):-0.13521208277912716 
data(p265):a5(A,g):-0.21779733541823287 
data(p265):a6(A,ff):-0.22888206596290733 
data(p265):a7(A,ff):-0.24811368318255186 
data(p265):a9(A,f):-2.049590363833169 
data(p265):a10(A,f):-0.009124476596208866 
data(p265):a12(A,f):0.3046455895511375 
data(p265):a13(A,g):-0.08202336027432258 
data(p210):a2(A,3):-0.7681950956756745 
data(p210):a3(A,2):-0.156402114195895 
data(p210):a8(A,3):3.0980320803259747 
data(p210):a11(A,1):1.5557661075669686 
data(p210):a14(A,1):-0.18239106987937354 
data(p210):a15(A,2):0.9566578112078253 
data(p210):a1(A,b):0.3320872254399155 
data(p210):a4(A,u):0.014024544597659814 
data(p210):a5(A,g):-0.10308462268456905 
data(p210):a6(A,c):0.20083119965629587 
data(p210):a7(A,bb):0.04193609731229182 
data(p210):a9(A,t):1.7571075253504986 
data(p210):a10(A,t):0.1098924466922025 
data(p210):a12(A,f):0.533953248048561 
data(p210):a13(A,g):-0.10688209046901041 
data(p317):a2(A,0):-0.2948099438208586 
data(p317):a3(A,0):2.020503753633994 
data(p317):a8(A,1):-1.6630306624018516 
data(p317):a11(A,0):-0.2726100014950929 
data(p317):a14(A,3):1.1394350484143916 
data(p317):a15(A,1):-0.14110393781428743 
data(p317):a1(A,b):0.4048145485883594 
data(p317):a4(A,y):-1.4208764194042682 
data(p317):a5(A,p):-0.926314190279718 
data(p317):a6(A,c):0.6814913927810351 
data(p317):a7(A,h):0.00794834326587728 
data(p317):a9(A,f):-2.0915304698220414 
data(p317):a10(A,f):-0.02054892603902873 
data(p317):a12(A,f):0.11689532936148148 
data(p317):a13(A,g):-0.1902068117595414 
data(p514):a2(A,0):1.2639851429455742 
data(p514):a3(A,3):-0.2689113859973787 
data(p514):a8(A,0):-1.0493522273170388 
data(p514):a11(A,0):-0.28885029536909274 
data(p514):a14(A,0):2.3413319514891153 
data(p514):a15(A,0):0.3021235041928599 
data(p514):a1(A,b):0.44735352415604357 
data(p514):a4(A,u):-0.10494683522702578 
data(p514):a5(A,g):-0.0645414333680812 
data(p514):a6(A,e):0.05363684281735701 
data(p514):a7(A,dd):0.0 
data(p514):a9(A,t):1.3184871146519666 
data(p514):a10(A,f):-0.2995220124164717 
data(p514):a12(A,f):-0.0036611290268239844 
data(p514):a13(A,g):-0.07889445805450897 
data(p314):a2(A,0):0.1317946928215324 
data(p314):a3(A,3):0.04844197849005494 
data(p314):a8(A,1):-1.6718239707713964 
data(p314):a11(A,0):-0.30433189201867233 
data(p314):a14(A,0):-0.17757989507435473 
data(p314):a15(A,1):-0.56952922629789 
data(p314):a1(A,a):1.6131004719585422 
data(p314):a4(A,u):-0.26541163806698953 
data(p314):a5(A,g):-0.11347798317105232 
data(p314):a6(A,d):-0.003625417897365417 
data(p314):a7(A,v):-0.07491428633417735 
data(p314):a9(A,f):-3.3088229487074505 
data(p314):a10(A,f):-0.126113362783838 
data(p314):a12(A,f):0.5853127090930113 
data(p314):a13(A,g):-0.12286906091551018 
data(p535):a2(A,2):-1.0438288195297794 
data(p535):a3(A,1):-0.888708019173007 
data(p535):a8(A,3):-0.43140884814626085 
data(p535):a11(A,0):-0.5071758238252319 
data(p535):a14(A,3):-0.10138405038071384 
data(p535):a15(A,0):-1.9938000718152968 
data(p535):a1(A,b):0.8325671464230523 
data(p535):a4(A,u):-0.49623789713204397 
data(p535):a5(A,g):-0.1852047769643356 
data(p535):a6(A,aa):-0.15133462194216843 
data(p535):a7(A,v):0.3330381864605745 
data(p535):a9(A,t):1.0061233741951117 
data(p535):a10(A,f):-1.1684485316652256 
data(p535):a12(A,t):-0.08098379155070906 
data(p535):a13(A,g):-0.1325672392639763 
data(p320):a2(A,2):-0.04308074454648395 
data(p320):a3(A,0):2.170014299188291 
data(p320):a8(A,2):2.3708748324572277 
data(p320):a11(A,0):-0.35454444444746797 
data(p320):a14(A,2):-0.2246135965825879 
data(p320):a15(A,1):0.7126313303697245 
data(p320):a1(A,b):0.554304850590791 
data(p320):a4(A,y):-0.9807232617834352 
data(p320):a5(A,p):-0.678439489270196 
data(p320):a6(A,c):0.8062273073363566 
data(p320):a7(A,v):0.2296237278822516 
data(p320):a9(A,f):-1.6491352596613895 
data(p320):a10(A,f):-0.1904966111925279 
data(p320):a12(A,t):0.22436230840918667 
data(p320):a13(A,g):-0.13188919100663415 
data(p8):a2(A,1):0.5688835240407725 
data(p8):a3(A,3):0.2594176648561468 
data(p8):a8(A,0):0.5365430177546444 
data(p8):a11(A,0):-0.28436770098220127 
data(p8):a14(A,0):0.2962634461719853 
data(p8):a15(A,2):0.5450005962126079 
data(p8):a1(A,a):1.358077255291026 
data(p8):a4(A,u):-0.2942668393443437 
data(p8):a5(A,g):-0.1938044483777557 
data(p8):a6(A,cc):0.9878330677339021 
data(p8):a7(A,v):0.8974692310253977 
data(p8):a9(A,t):1.8021260352686492 
data(p8):a10(A,f):-0.7043509589205882 
data(p8):a12(A,f):0.11749913010342727 
data(p8):a13(A,g):-0.09174108216165183 
data(p394):a2(A,1):0.8448713162663518 
data(p394):a3(A,0):0.7073228497714238 
data(p394):a8(A,1):-2.434566903215068 
data(p394):a11(A,0):-0.4420969432500909 
data(p394):a14(A,1):-0.9264264269455107 
data(p394):a15(A,0):-0.724859851226327 
data(p394):a1(A,b):0.7779541348353116 
data(p394):a4(A,u):-0.5531974483025074 
data(p394):a5(A,g):-0.2510784463876816 
data(p394):a6(A,m):-0.020589673236441106 
data(p394):a7(A,v):-0.39644304513840467 
data(p394):a9(A,f):-2.878585704581087 
data(p394):a10(A,f):-0.07616587156645616 
data(p394):a12(A,t):-0.16670560153423025 
data(p394):a13(A,g):-0.09248314607050614 
data(p142):a2(A,3):0.16812755024648926 
data(p142):a3(A,3):-0.33649647295537294 
data(p142):a8(A,0):-0.7207620428680804 
data(p142):a11(A,1):1.2066812685149497 
data(p142):a14(A,0):0.4867320957962407 
data(p142):a15(A,1):-0.8875149000182454 
data(p142):a1(A,a):2.09231691561459 
data(p142):a4(A,u):-0.15582460024796624 
data(p142):a5(A,g):-0.20975760083747214 
data(p142):a6(A,j):0.0 
data(p142):a7(A,ff):-0.32728219504600653 
data(p142):a9(A,t):1.6600790826995437 
data(p142):a10(A,t):0.05599330625362167 
data(p142):a12(A,f):-0.008784812551101726 
data(p142):a13(A,g):-0.10829165223833542 
data(p87):a2(A,2):-0.5180508336933374 
data(p87):a3(A,0):-0.7358916757729193 
data(p87):a8(A,1):-1.775411882753424 
data(p87):a11(A,0):-0.4145730369571255 
data(p87):a14(A,3):0.7771309238936259 
data(p87):a15(A,0):-1.9252510960031182 
data(p87):a1(A,b):0.5457533904364456 
data(p87):a4(A,u):-0.6423708203488186 
data(p87):a5(A,g):-0.2992254521409039 
data(p87):a6(A,d):-0.06387729256415803 
data(p87):a7(A,v):0.34769478731237136 
data(p87):a9(A,t):1.0985462165420985 
data(p87):a10(A,f):-0.8615468384300218 
data(p87):a12(A,t):-0.013397456925009467 
data(p87):a13(A,s):-0.4718253914828444 
data(p479):a2(A,1):0.857330717697679 
data(p479):a3(A,3):-0.5444702339311224 
data(p479):a8(A,1):-1.9695739001341703 
data(p479):a11(A,0):-0.4233400443331313 
data(p479):a14(A,0):0.9018174230016763 
data(p479):a15(A,0):0.3065073367396668 
data(p479):a1(A,b):0.4839509010898285 
data(p479):a4(A,u):-0.3151363415813715 
data(p479):a5(A,g):-0.11286016317092129 
data(p479):a6(A,i):-0.5710845372901939 
data(p479):a7(A,v):-0.05771780499529665 
data(p479):a9(A,f):-3.3347561386347646 
data(p479):a10(A,f):-0.047350114693493726 
data(p479):a12(A,f):0.41715895472302605 
data(p479):a13(A,g):-0.12080548082716798 
data(p504):a2(A,1):0.859558075367158 
data(p504):a3(A,2):0.2775371361372993 
data(p504):a8(A,3):1.2963679516688236 
data(p504):a11(A,0):-0.49916970572032476 
data(p504):a14(A,3):-0.1489364963894057 
data(p504):a15(A,1):0.5015190700196948 
data(p504):a1(A,b):0.425867316754362 
data(p504):a4(A,u):-0.18201536915526134 
data(p504):a5(A,g):-0.13850662955507215 
data(p504):a6(A,x):1.3585969709756869 
data(p504):a7(A,v):0.38199491204922403 
data(p504):a9(A,t):1.7303391659356024 
data(p504):a10(A,t):-0.3670454133440175 
data(p504):a12(A,f):0.485625199173569 
data(p504):a13(A,g):-0.11684453659619595 
data(p216):a2(A,3):-0.30013956488762455 
data(p216):a3(A,2):1.047562448429365 
data(p216):a8(A,3):1.838847228393631 
data(p216):a11(A,0):-0.5165911134039626 
data(p216):a14(A,2):-0.471030229022821 
data(p216):a15(A,0):-1.2819118422996258 
data(p216):a1(A,b):0.4382034587213394 
data(p216):a4(A,u):-0.07993492973335384 
data(p216):a5(A,g):-0.10984030342450721 
data(p216):a6(A,aa):-0.08601746530394787 
data(p216):a7(A,v):-0.052933467155127006 
data(p216):a9(A,t):1.1109703749139055 
data(p216):a10(A,f):-0.910632676605285 
data(p216):a12(A,f):0.6988017144710523 
data(p216):a13(A,s):-0.24325756322739983 
data(p581):a2(A,2):0.5038725269544579 
data(p581):a3(A,0):0.2816419078982939 
data(p581):a8(A,2):1.3269595042919007 
data(p581):a11(A,1):1.1575409847079734 
data(p581):a14(A,3):1.1770942028799027 
data(p581):a15(A,2):2.3495991602622697 
data(p581):a1(A,b):0.6005987842674061 
data(p581):a4(A,u):-0.4051575373404181 
data(p581):a5(A,g):-0.19727061190901019 
data(p581):a6(A,x):1.1501853784947897 
data(p581):a7(A,v):0.7585502055405303 
data(p581):a9(A,t):1.5032751120407768 
data(p581):a10(A,t):-0.40437372402175026 
data(p581):a12(A,t):-0.23573532899886404 
data(p581):a13(A,g):-0.04595122801732379 
data(p563):a2(A,1):0.9761392825214219 
data(p563):a3(A,1):-0.2887802011868974 
data(p563):a8(A,2):1.5975565922335604 
data(p563):a11(A,0):-0.35510659797924427 
data(p563):a14(A,3):1.0634295836320204 
