data(p756):a1(A,f):-0.17670463857288382 
data(p2042):a18(A,t):-0.0939222270161471 
data(p2042):a19(A,f):0.0 
data(p2042):a20(A,f):-0.04995542142057167 
data(p2042):a21(A,t):3.580308835494597 
data(p2042):a22(A,f):0.054243850482960106 
data(p2042):a23(A,f):0.13625142483419303 
data(p2042):a24(A,t):-0.06162272469930631 
data(p2042):a25(A,f):0.0 
data(p2042):a26(A,t):0.046139998388250704 
data(p2042):a27(A,f):0.05382277405622682 
data(p2042):a28(A,f):0.0 
data(p2042):a29(A,f):0.0021099815381285174 
data(p2042):a30(A,f):0.04358271339397704 
data(p2042):a31(A,f):0.0025801472989246685 
data(p2042):a32(A,f):0.11336210773823915 
data(p2042):a33(A,t):-1.922466707857108 
data(p2042):a34(A,t):-0.06723429296141706 
data(p2042):a35(A,t):-0.12737664986241798 
data(p2042):a36(A,n):-0.03664329735688244 
data(p2449):a1(A,f):-0.580349378620238 
data(p2449):a2(A,t):0.28447631407416146 
data(p2449):a3(A,f):0.05682438791922763 
data(p2449):a4(A,f):0.15233396908645694 
data(p2449):a5(A,f):0.025393804610724855 
data(p2449):a6(A,f):-0.4167627587496538 
data(p2449):a7(A,f):0.10258072383655428 
data(p2449):a8(A,f):0.02329588150990505 
data(p2449):a9(A,f):0.20034990976661196 
data(p2449):a10(A,t):-2.0550423897834733 
data(p2449):a11(A,f):-0.36872666804086873 
data(p2449):a12(A,f):-0.050312565079156914 
data(p2449):a13(A,l):0.1419904313919659 
data(p2449):a14(A,f):0.0026335281374755535 
data(p2449):a15(A,b):-2.969387304569158 
data(p2449):a16(A,t):-0.7064529855967928 
data(p2449):a17(A,f):-0.06259913103425017 
data(p2449):a18(A,t):-0.23796198171216784 
data(p2449):a19(A,f):0.0 
data(p2449):a20(A,t):0.10518318624175461 
data(p2449):a21(A,f):-2.0183463612972123 
data(p2449):a22(A,f):0.016837576487957296 
data(p2449):a23(A,f):0.12135832915058126 
data(p2449):a24(A,t):-0.17278909956048372 
data(p2449):a25(A,f):0.0 
data(p2449):a26(A,t):-0.009235840419683936 
data(p2449):a27(A,f):0.041855620146187156 
data(p2449):a28(A,f):0.0 
data(p2449):a29(A,f):0.00031856310424634393 
data(p2449):a30(A,f):0.036971675601533804 
data(p2449):a31(A,t):0.5481439839370653 
data(p2449):a32(A,t):-0.8736260083655346 
data(p2449):a33(A,t):-0.9944205691444002 
data(p2449):a34(A,t):-0.07054390978656516 
data(p2449):a35(A,f):-0.9321462676708926 
data(p2449):a36(A,n):-0.0008132043180543648 
data(p665):a1(A,f):-0.24490493553956627 
data(p665):a2(A,f):-0.047985028494499746 
data(p665):a3(A,f):0.06929314903701744 
data(p665):a4(A,f):0.22035979685882534 
data(p665):a5(A,f):-0.012892920714779156 
data(p665):a6(A,t):0.6663995031571073 
data(p665):a7(A,t):-0.2281453904410149 
data(p665):a8(A,t):-0.030238896226254842 
data(p665):a9(A,t):-0.008371579062983851 
data(p665):a10(A,f):2.229360117192369 
data(p665):a11(A,f):-0.460062319923499 
data(p665):a12(A,f):0.0803890994660478 
data(p665):a13(A,g):0.03871182749641673 
data(p665):a14(A,f):0.0032699542997646916 
data(p665):a15(A,n):0.10810366844569823 
data(p665):a16(A,f):0.10570894009235265 
data(p665):a17(A,f):-0.05124191399668883 
data(p665):a18(A,t):-0.04292170402861931 
data(p665):a19(A,f):0.0 
data(p665):a20(A,f):0.01137671741202076 
data(p665):a21(A,f):-1.3692191035656993 
data(p665):a22(A,f):0.03183613866931159 
data(p665):a23(A,f):0.1665297440927122 
data(p665):a24(A,f):-0.017080934752625256 
data(p665):a25(A,f):0.0 
data(p665):a26(A,t):-0.11050592588665561 
data(p665):a27(A,f):0.06312197399789703 
data(p665):a28(A,f):0.0 
data(p665):a29(A,f):0.0004229011601465278 
data(p665):a30(A,f):0.034384311027439225 
data(p665):a31(A,f):-0.018058871404127704 
data(p665):a32(A,f):0.18427288419361698 
data(p665):a33(A,f):2.4197832957499354 
data(p665):a34(A,t):-0.06276480436462721 
data(p665):a35(A,t):0.3690094069005172 
data(p665):a36(A,t):-0.2853711673896583 
data(p3153):a1(A,f):-0.14493120538697563 
data(p3153):a2(A,f):-0.06286336467999017 
data(p3153):a3(A,f):0.06683179104937345 
data(p3153):a4(A,f):0.251825939744846 
data(p3153):a5(A,f):-0.08293278759199682 
data(p3153):a6(A,t):0.21730750070285754 
data(p3153):a7(A,f):0.551309204835441 
data(p3153):a8(A,f):0.01564948346931391 
data(p3153):a9(A,t):-0.3548691602957668 
data(p3153):a10(A,f):1.6893098535174647 
data(p3153):a11(A,f):-0.1904932466061571 
data(p3153):a12(A,t):0.24567931771229767 
data(p3153):a13(A,l):0.03556836119393933 
data(p3153):a14(A,f):0.002711528305523411 
data(p3153):a15(A,n):-0.054795278568371346 
data(p3153):a16(A,f):0.10497896092985998 
data(p3153):a17(A,f):-0.056744095078670904 
data(p3153):a18(A,f):1.0104386832785348 
data(p3153):a19(A,f):0.0 
data(p3153):a20(A,f):0.14354798646911102 
data(p3153):a21(A,f):-1.5638150256610726 
data(p3153):a22(A,t):-0.1971421811024181 
data(p3153):a23(A,f):0.13147716283217314 
data(p3153):a24(A,f):0.003219046112113869 
data(p3153):a25(A,f):0.0 
data(p3153):a26(A,f):-0.15964832778773988 
data(p3153):a27(A,f):0.08909989866411856 
data(p3153):a28(A,f):0.0 
data(p3153):a29(A,f):0.0004229011601465278 
data(p3153):a30(A,f):0.07324411716901624 
data(p3153):a31(A,f):-0.17637215605727888 
data(p3153):a32(A,f):0.13675928928216516 
data(p3153):a33(A,t):-2.6003261546908556 
data(p3153):a34(A,f):0.8136937387072734 
data(p3153):a35(A,t):0.1244763001115557 
data(p3153):a36(A,t):-0.3289451998712901 
data(p2932):a1(A,f):-0.1425355319015784 
data(p2932):a2(A,f):-0.017992147486819363 
data(p2932):a3(A,t):-0.7858896448592011 
data(p2932):a4(A,f):0.22631450552022345 
data(p2932):a5(A,t):0.10771857973926177 
data(p2932):a6(A,t):0.2877582504389927 
data(p2932):a7(A,t):-0.9836005417109589 
data(p2932):a8(A,f):0.009903960411312402 
data(p2932):a9(A,f):0.3466474009039694 
data(p2932):a10(A,f):1.668962580360365 
data(p2932):a11(A,f):-0.10183246545672321 
data(p2932):a12(A,f):-0.01405219594132171 
data(p2932):a13(A,l):0.03144513649647856 
data(p2932):a14(A,f):0.0027040351111793422 
data(p2932):a15(A,n):-0.009310300986825669 
data(p2932):a16(A,f):0.10611798788896361 
data(p2932):a17(A,f):-0.055221961914412546 
data(p2932):a18(A,f):0.08436703453875652 
data(p2932):a19(A,f):0.0 
data(p2932):a20(A,f):0.046408448445820275 
data(p2932):a21(A,f):-1.5565515829097016 
data(p2932):a22(A,f):0.06323855786233995 
data(p2932):a23(A,f):0.1427668288359426 
data(p2932):a24(A,t):-0.20201575059850077 
data(p2932):a25(A,f):0.0 
data(p2932):a26(A,t):0.01043183402155161 
data(p2932):a27(A,f):0.0810487770809431 
data(p2932):a28(A,f):0.0 
data(p2932):a29(A,f):0.0004229011601465278 
data(p2932):a30(A,f):0.06951510626973356 
data(p2932):a31(A,f):-0.13285170205529517 
data(p2932):a32(A,f):0.12343488860556431 
data(p2932):a33(A,t):-2.945553304885543 
data(p2932):a34(A,f):0.9880789995265556 
data(p2932):a35(A,t):0.17055618319267127 
data(p2932):a36(A,n):0.010863421515279487 
data(p1698):a1(A,f):-0.34171698890525215 
data(p1698):a2(A,t):0.7202956491410879 
data(p1698):a3(A,f):0.06700414342469264 
data(p1698):a4(A,f):0.2178465544354645 
data(p1698):a5(A,f):0.1875786833980362 
data(p1698):a6(A,f):-0.48542314658951274 
data(p1698):a7(A,f):0.35997595828602025 
data(p1698):a8(A,f):0.02251449160859957 
data(p1698):a9(A,f):0.2769333437695443 
data(p1698):a10(A,f):1.5874443943945193 
data(p1698):a11(A,t):-0.03768876558249382 
data(p1698):a12(A,f):-0.0769609927427212 
data(p1698):a13(A,l):0.02453728411154122 
data(p1698):a14(A,f):0.0032297304097226227 
data(p1698):a15(A,n):-0.417177390118722 
data(p1698):a16(A,f):0.11831429541900443 
data(p1698):a17(A,f):-0.05974039024733195 
data(p1698):a18(A,f):1.9355748792422913 
data(p1698):a19(A,f):0.0 
data(p1698):a20(A,f):0.2501247168452145 
data(p1698):a21(A,f):-1.6052999321461412 
data(p1698):a22(A,f):0.05685052496909896 
data(p1698):a23(A,f):0.15027527731226004 
data(p1698):a24(A,f):0.3137871703594468 
data(p1698):a25(A,f):0.0 
data(p1698):a26(A,t):-0.04122787279394456 
data(p1698):a27(A,f):0.06601277035626588 
data(p1698):a28(A,f):0.0 
data(p1698):a29(A,f):0.0004229011601465278 
data(p1698):a30(A,f):0.07296794072833497 
data(p1698):a31(A,t):0.7474196918344174 
data(p1698):a32(A,f):0.12217216570435337 
data(p1698):a33(A,t):-1.7976392945801272 
data(p1698):a34(A,t):0.006880847779957037 
data(p1698):a35(A,f):-1.6973583016582436 
data(p1698):a36(A,n):0.06244453186548147 
data(p3094):a1(A,f):-0.20116697775151995 
data(p3094):a2(A,f):-0.06695230826829728 
data(p3094):a3(A,f):0.0639480406735717 
data(p3094):a4(A,f):0.22650914764351648 
data(p3094):a5(A,f):-0.04450868246387604 
data(p3094):a6(A,f):-0.6665875842177982 
data(p3094):a7(A,f):0.5266642745555477 
data(p3094):a8(A,f):0.017997990216234792 
data(p3094):a9(A,f):0.338765524683161 
data(p3094):a10(A,f):1.6392144880669024 
data(p3094):a11(A,f):0.08246567129937118 
data(p3094):a12(A,f):-0.014758310136158125 
data(p3094):a13(A,l):-0.012224284914248158 
data(p3094):a14(A,f):0.002352871273497333 
data(p3094):a15(A,n):-0.04424472031961544 
data(p3094):a16(A,f):0.09089167133946677 
data(p3094):a17(A,f):-0.05917717493149141 
data(p3094):a18(A,f):1.0812386339018165 
data(p3094):a19(A,f):0.0 
data(p3094):a20(A,f):0.12747103011322466 
data(p3094):a21(A,f):-1.5748644601730692 
data(p3094):a22(A,f):0.08692995053035493 
data(p3094):a23(A,f):0.1846490953234956 
data(p3094):a24(A,f):0.00556088027698938 
data(p3094):a25(A,f):0.0 
data(p3094):a26(A,f):-0.0836739047893811 
data(p3094):a27(A,t):-0.5684345056761743 
data(p3094):a28(A,f):0.0 
data(p3094):a29(A,f):0.0004229011601465278 
data(p3094):a30(A,t):-0.7987630269593458 
data(p3094):a31(A,f):-0.2076529801760775 
data(p3094):a32(A,f):0.13408733263793665 
data(p3094):a33(A,t):-2.2541305455015035 
data(p3094):a34(A,f):0.3971649445058812 
data(p3094):a35(A,t):0.3048145042983793 
data(p3094):a36(A,t):-0.34687659936442017 
data(p3014):a1(A,f):-0.21576043770155268 
data(p3014):a2(A,f):-0.048610995065850086 
data(p3014):a3(A,f):0.058611532178995826 
data(p3014):a4(A,t):-0.7489799833571799 
data(p3014):a5(A,t):0.3421771807603598 
data(p3014):a6(A,t):0.381881014230861 
data(p3014):a7(A,f):0.5171667216273435 
data(p3014):a8(A,f):0.01541718080235798 
data(p3014):a9(A,f):0.24990766223740743 
data(p3014):a10(A,f):1.5812893366377556 
data(p3014):a11(A,f):-0.24420997468165098 
data(p3014):a12(A,f):0.0888568000156368 
data(p3014):a13(A,g):-0.013938757167763672 
data(p3014):a14(A,f):0.002714455445163707 
data(p3014):a15(A,n):0.05293636238481026 
data(p3014):a16(A,f):0.09814315840828425 
data(p3014):a17(A,f):-0.053252022814914195 
data(p3014):a18(A,t):-0.06671839915023406 
data(p3014):a19(A,f):0.0 
data(p3014):a20(A,f):-0.0070283132848620216 
data(p3014):a21(A,f):-1.6468094076326232 
data(p3014):a22(A,f):0.05251544486943779 
data(p3014):a23(A,f):0.140025846734233 
data(p3014):a24(A,f):0.11092491930309105 
data(p3014):a25(A,f):0.0 
data(p3014):a26(A,t):-0.10503942260249821 
data(p3014):a27(A,t):-0.4787304404866437 
data(p3014):a28(A,f):0.0 
data(p3014):a29(A,f):0.0004229011601465278 
data(p3014):a30(A,f):0.04721562560410647 
data(p3014):a31(A,f):-0.0032003899343502605 
data(p3014):a32(A,f):0.13335878047868882 
data(p3014):a33(A,t):-3.046505498119134 
data(p3014):a34(A,t):-0.24778598544397656 
data(p3014):a35(A,t):0.23212210532561062 
data(p3014):a36(A,t):-0.2701799709043753 
data(p532):a1(A,f):-0.24237209303552035 
data(p532):a2(A,f):-0.057998673441675024 
data(p532):a3(A,f):0.06761841562027704 
data(p532):a4(A,f):0.23557949151010915 
data(p532):a5(A,f):-0.06793941598168084 
data(p532):a6(A,t):0.6435970290338304 
data(p532):a7(A,f):0.0038690799589223518 
data(p532):a8(A,f):0.040883795437519764 
data(p532):a9(A,t):-0.01455468553992087 
data(p532):a10(A,f):2.175335449194343 
data(p532):a11(A,f):-0.3985558245521797 
data(p532):a12(A,t):0.2509391350324978 
data(p532):a13(A,l):0.10630041264028474 
data(p532):a14(A,f):0.0032699542997646916 
data(p532):a15(A,n):0.0843119379977837 
data(p532):a16(A,f):0.1077735114065239 
data(p532):a17(A,f):-0.05466638610191821 
data(p532):a18(A,t):-0.09216102243085351 
data(p532):a19(A,f):0.0 
data(p532):a20(A,f):0.05420978698647038 
data(p532):a21(A,f):-1.3726735488292676 
data(p532):a22(A,t):-0.040121577232083115 
data(p532):a23(A,f):0.16113064584939882 
data(p532):a24(A,f):-0.026893536365231386 
data(p532):a25(A,f):0.0 
data(p532):a26(A,t):-0.001443736572744966 
data(p532):a27(A,f):0.06300728760041449 
data(p532):a28(A,f):0.0 
data(p532):a29(A,f):0.0004229011601465278 
data(p532):a30(A,f):0.036158140938871285 
data(p532):a31(A,f):-0.06415490346873555 
data(p532):a32(A,f):0.1914789621113425 
data(p532):a33(A,f):2.2251971882847768 
data(p532):a34(A,t):-0.19162089357517068 
data(p532):a35(A,t):0.3286146563364925 
data(p532):a36(A,n):0.1294946949832193 
data(p2357):a1(A,f):-0.21449715359894092 
data(p2357):a2(A,f):-0.0797880193452338 
data(p2357):a3(A,f):0.06255900026476696 
data(p2357):a4(A,f):0.20942856862304515 
data(p2357):a5(A,f):0.1268603185231447 
data(p2357):a6(A,f):-0.29364460438711504 
data(p2357):a7(A,f):0.2986571639780233 
data(p2357):a8(A,f):0.015760659556400783 
data(p2357):a9(A,t):-0.142949330636216 
data(p2357):a10(A,f):1.1135869633271245 
data(p2357):a11(A,f):-0.20426448380400375 
data(p2357):a12(A,t):0.1767040139221332 
data(p2357):a13(A,l):0.14332343320865337 
data(p2357):a14(A,f):0.00256900111769287 
data(p2357):a15(A,n):-0.018131113641846802 
data(p2357):a16(A,f):0.08850040176055946 
data(p2357):a17(A,f):-0.05552258517687126 
data(p2357):a18(A,f):1.1402113933793576 
data(p2357):a19(A,f):0.0 
data(p2357):a20(A,f):0.14622942923204282 
data(p2357):a21(A,t):2.9642999917447646 
data(p2357):a22(A,t):-0.14798968498067355 
data(p2357):a23(A,f):0.17310705166661344 
data(p2357):a24(A,f):-0.029517024739049623 
data(p2357):a25(A,f):0.0 
data(p2357):a26(A,t):-0.09129689814984451 
data(p2357):a27(A,f):0.07216645871522079 
data(p2357):a28(A,f):0.0 
data(p2357):a29(A,f):0.0004229011601465278 
data(p2357):a30(A,f):0.07097310420651887 
data(p2357):a31(A,f):-0.2364816744880482 
data(p2357):a32(A,f):0.1262751114902022 
data(p2357):a33(A,t):-1.9104149042400667 
data(p2357):a34(A,t):-0.08356150920605393 
data(p2357):a35(A,t):0.1835452805645084 
data(p2357):a36(A,t):-0.4267092263065458 
data(p839):a1(A,f):-0.24338262833450552 
data(p839):a2(A,f):-0.035782334031274926 
data(p839):a3(A,f):0.059126323818808536 
data(p839):a4(A,t):-0.4931456771685535 
data(p839):a5(A,t):0.292253853190901 
data(p839):a6(A,t):0.4827173692037484 
data(p839):a7(A,f):0.24544486713549651 
data(p839):a8(A,f):0.054268997371804246 
data(p839):a9(A,f):0.23641964334951174 
data(p839):a10(A,t):-2.2668952783801837 
data(p839):a11(A,f):-0.10703256686562407 
data(p839):a12(A,f):0.012686099547646648 
data(p839):a13(A,l):-0.018756098064447006 
data(p839):a14(A,f):0.0033251720569262276 
data(p839):a15(A,n):0.10227506190535982 
data(p839):a16(A,f):0.0843420953078745 
data(p839):a17(A,f):-0.04926865473049726 
data(p839):a18(A,t):-0.0658669425821348 
data(p839):a19(A,f):0.0 
data(p839):a20(A,f):-0.0008311027000453779 
data(p839):a21(A,t):3.2435357276847916 
data(p839):a22(A,f):0.03251126030146011 
data(p839):a23(A,f):0.15951463421531317 
data(p839):a24(A,f):0.05015668153596577 
data(p839):a25(A,f):0.0 
data(p839):a26(A,t):-0.043509288869341585 
data(p839):a27(A,f):0.05042740139023101 
data(p839):a28(A,f):0.0 
data(p839):a29(A,f):0.00031856310424634393 
data(p839):a30(A,f):0.03485165891723431 
data(p839):a31(A,f):-0.029198249776274582 
data(p839):a32(A,f):0.14968999739502903 
data(p839):a33(A,f):1.4200702236301421 
data(p839):a34(A,t):-0.15149864564742027 
data(p839):a35(A,t):0.2699533604658938 
data(p839):a36(A,n):0.03199778772525007 
data(p1606):a1(A,t):1.6805496406179508 
data(p1606):a2(A,f):-0.08193975235994432 
data(p1606):a3(A,f):0.07261097695709724 
data(p1606):a4(A,f):0.18382572576343068 
data(p1606):a5(A,t):0.5432917410226414 
data(p1606):a6(A,f):-1.6579608241178185 
data(p1606):a7(A,f):0.29883751720368146 
data(p1606):a8(A,f):0.04959596307058322 
data(p1606):a9(A,t):-0.09119363220727791 
data(p1606):a10(A,f):1.8444840508114795 
data(p1606):a11(A,t):0.07203074458055535 
data(p1606):a12(A,f):-0.049639729568085836 
data(p1606):a13(A,g):0.3840316570308982 
data(p1606):a14(A,f):0.011242066184675948 
data(p1606):a15(A,b):-2.3581595502173935 
data(p1606):a16(A,f):0.09285167220552866 
data(p1606):a17(A,f):-0.05485343711874702 
data(p1606):a18(A,t):-0.15127935381333224 
data(p1606):a19(A,f):0.0 
data(p1606):a20(A,f):0.04740574494368699 
data(p1606):a21(A,f):-1.3853747809751065 
data(p1606):a22(A,t):0.008773613858231008 
data(p1606):a23(A,f):0.17604671420014895 
data(p1606):a24(A,f):0.06860776717686105 
data(p1606):a25(A,f):0.0 
data(p1606):a26(A,t):-0.016161707278443845 
data(p1606):a27(A,f):0.06133770782526771 
data(p1606):a28(A,f):0.0 
data(p1606):a29(A,f):0.0004229011601465278 
data(p1606):a30(A,f):0.04011784574991866 
data(p1606):a31(A,f):-0.06848046659423719 
data(p1606):a32(A,f):0.21688136583562245 
data(p1606):a33(A,f):1.3823164531222507 
data(p1606):a34(A,f):0.12429004406616645 
data(p1606):a35(A,f):-1.6249742107499103 
data(p1606):a36(A,n):0.07847869170121641 
data(p2827):a1(A,f):-0.5264926776799839 
data(p2827):a2(A,f):-0.13955580390505676 
data(p2827):a3(A,f):0.0653583638910706 
data(p2827):a4(A,f):0.1878397885127383 
data(p2827):a5(A,f):0.025859495136387214 
data(p2827):a6(A,f):-1.5111505192876085 
data(p2827):a7(A,f):-0.17542172422052446 
data(p2827):a8(A,f):0.05499881864767025 
data(p2827):a9(A,t):0.037727922857027384 
data(p2827):a10(A,f):1.827530503566072 
data(p2827):a11(A,t):0.06407824954328538 
data(p2827):a12(A,f):-0.06706938768395544 
data(p2827):a13(A,l):0.00036014910001729277 
data(p2827):a14(A,f):0.0033550542744583025 
data(p2827):a15(A,n):-0.3419158757098167 
data(p2827):a16(A,f):0.08936823346417878 
data(p2827):a17(A,f):-0.05641757780641431 
data(p2827):a18(A,t):-0.2090306454938113 
data(p2827):a19(A,f):0.0 
data(p2827):a20(A,t):0.02199199142205773 
data(p2827):a21(A,f):-1.4260274606648393 
data(p2827):a22(A,t):-0.03251075808959359 
data(p2827):a23(A,f):0.17004376868090085 
data(p2827):a24(A,f):-0.06467703176537608 
data(p2827):a25(A,f):0.0 
data(p2827):a26(A,t):-0.02379531887276786 
data(p2827):a27(A,f):0.048351348133564176 
data(p2827):a28(A,f):0.0 
data(p2827):a29(A,f):0.0004229011601465278 
data(p2827):a30(A,f):0.036412223770371066 
data(p2827):a31(A,t):0.4713662102063658 
data(p2827):a32(A,f):0.18737880493668468 
data(p2827):a33(A,f):1.3154725316942826 
data(p2827):a34(A,t):0.03409048677057024 
data(p2827):a35(A,f):-3.11124262542926 
data(p2827):a36(A,n):0.05888926607064049 
data(p765):a1(A,f):-0.18099489625920953 
data(p765):a2(A,f):-0.041941613094076215 
data(p765):a3(A,f):0.0700493825255797 
data(p765):a4(A,f):0.25465445161920197 
data(p765):a5(A,f):-0.10094290625323353 
data(p765):a6(A,t):0.4208933268016869 
data(p765):a7(A,f):0.3831343176975104 
data(p765):a8(A,f):0.022962068016091165 
data(p765):a9(A,f):0.2836011047205001 
data(p765):a10(A,f):1.2326460319489378 
data(p765):a11(A,f):-0.2839524528906612 
data(p765):a12(A,f):0.06715479068662554 
data(p765):a13(A,g):0.06503203285221727 
data(p765):a14(A,f):0.0027554547798432235 
data(p765):a15(A,n):0.06863304647698273 
data(p765):a16(A,f):0.10107886385208133 
data(p765):a17(A,f):-0.05043571121615718 
data(p765):a18(A,t):-0.11847958322459097 
data(p765):a19(A,f):0.0 
data(p765):a20(A,f):-0.0069926579427512505 
data(p765):a21(A,t):2.949271399109764 
data(p765):a22(A,f):0.05958287174351868 
data(p765):a23(A,f):0.15964748948116622 
data(p765):a24(A,f):0.16333329479413974 
data(p765):a25(A,f):0.0 
data(p765):a26(A,t):0.0018601235931151303 
data(p765):a27(A,f):0.0665166443435392 
data(p765):a28(A,f):0.0 
data(p765):a29(A,f):0.0004229011601465278 
data(p765):a30(A,f):0.04574972513967155 
data(p765):a31(A,f):-0.0007018501468727218 
data(p765):a32(A,f):0.12488426398780263 
data(p765):a33(A,t):-2.4080916671316306 
data(p765):a34(A,t):-0.24119065395974973 
data(p765):a35(A,t):0.22013882900955029 
data(p765):a36(A,n):0.09171107277246193 
data(p1708):a1(A,f):-0.34339455300080485 
data(p1708):a2(A,f):-0.04328670650085268 
data(p1708):a3(A,f):0.06886104465788488 
data(p1708):a4(A,f):0.20820503449063463 
data(p1708):a5(A,f):0.05603213284602509 
data(p1708):a6(A,f):-0.953289150868032 
data(p1708):a7(A,f):0.22298314003703076 
data(p1708):a8(A,f):0.04323898401521469 
data(p1708):a9(A,f):0.1577994990852761 
data(p1708):a10(A,f):2.1271709955060225 
data(p1708):a11(A,t):-0.1122418759967113 
data(p1708):a12(A,f):-0.08514863017772824 
