data(p1365):buying(A,low):2.90348633382185 
data(p1119):doors(A,3):-0.16284742963534934 
data(p1119):persons(A,4):2.9094922548481277 
data(p1119):lugboot(A,small):-0.6074727269548901 
data(p1119):safety(A,high):4.604043866996708 
data(p92):buying(A,vhigh):-3.033805119771143 
data(p92):maint(A,vhigh):-3.4668822506776915 
data(p92):doors(A,morethanfive):0.6342699093169394 
data(p92):persons(A,4):1.9941538303916229 
data(p92):lugboot(A,small):-1.9992000888635286 
data(p92):safety(A,med):0.7513213156941488 
data(p1710):buying(A,low):1.188298826112252 
data(p1710):maint(A,low):1.0140865556168517 
data(p1710):doors(A,morethanfive):0.2724196413980209 
data(p1710):persons(A,2):-5.139061441788652 
data(p1710):lugboot(A,big):0.297816543499288 
data(p1710):safety(A,high):2.7954921591974924 
data(p1172):buying(A,med):2.0116322601483447 
data(p1172):maint(A,med):1.5120676518056244 
data(p1172):doors(A,morethanfive):0.48502870680848525 
data(p1172):persons(A,4):2.786714133343386 
data(p1172):lugboot(A,small):-2.0481269441345655 
data(p1172):safety(A,med):1.5746542605118088 
data(p375):buying(A,vhigh):-2.0706024600277524 
data(p375):maint(A,low):2.227396225598084 
data(p375):doors(A,3):0.10141677043210902 
data(p375):persons(A,more):2.9651359744851074 
data(p375):lugboot(A,med):0.4181251909942326 
data(p375):safety(A,high):3.820473619714073 
data(p43):buying(A,vhigh):-2.2666175360353398 
data(p43):maint(A,vhigh):-2.725916215113265 
data(p43):doors(A,3):-0.2912546357229435 
data(p43):persons(A,4):1.7465997661619712 
data(p43):lugboot(A,big):1.314140410095391 
data(p43):safety(A,low):-3.7365809368375174 
data(p781):buying(A,high):-1.002039902433315 
data(p781):maint(A,low):1.0217944526583136 
data(p781):doors(A,2):-1.21055812126175 
data(p781):persons(A,more):2.027341432519 
data(p781):lugboot(A,big):1.7491725990963605 
data(p781):safety(A,low):-4.494404948376017 
data(p1212):buying(A,med):1.7014487669243548 
data(p1212):maint(A,low):1.279720240017102 
data(p1212):doors(A,2):-2.2542203687419833 
data(p1212):persons(A,more):2.4891826525953036 
data(p1212):lugboot(A,med):0.39296758279198074 
data(p1212):safety(A,high):3.9035804898410857 
data(p1422):buying(A,low):2.355301212680236 
data(p1422):maint(A,high):-0.5213449799470093 
data(p1422):doors(A,2):-0.39538982087706526 
data(p1422):persons(A,4):3.4536819687647213 
data(p1422):lugboot(A,big):0.9353110919976846 
data(p1422):safety(A,high):3.199807120695955 
data(p126):buying(A,vhigh):-4.083877349622069 
data(p126):maint(A,high):-1.8851567692983728 
data(p126):doors(A,2):-0.2480055732947774 
data(p126):persons(A,4):2.8264580073426058 
data(p126):lugboot(A,big):0.965535591096483 
data(p126):safety(A,high):3.256469577964018 
data(p273):buying(A,vhigh):-1.5041461638337097 
data(p273):maint(A,med):1.7493060168316086 
data(p273):doors(A,4):0.36602319715488074 
data(p273):persons(A,2):-4.313010640495347 
data(p273):lugboot(A,small):-0.7900363993598639 
data(p273):safety(A,high):3.868619248521638 
data(p282):buying(A,vhigh):-2.314112112531308 
data(p282):maint(A,med):1.9650585218587906 
data(p282):doors(A,4):0.33291481020101743 
data(p282):persons(A,4):2.7734916039771065 
data(p282):lugboot(A,small):-0.9090453469026374 
data(p282):safety(A,high):4.45818164978079 
data(p972):buying(A,med):2.4790195497367264 
data(p972):maint(A,vhigh):-2.3874892003986035 
data(p972):doors(A,morethanfive):0.13695239683052196 
data(p972):persons(A,more):2.5872340903014095 
data(p972):lugboot(A,big):0.6218657621999797 
data(p972):safety(A,high):3.1799881370055454 
data(p1330):buying(A,low):2.281254342110102 
data(p1330):maint(A,vhigh):-1.5436264161708106 
data(p1330):doors(A,3):-0.0550695559750112 
data(p1330):persons(A,2):-3.3042178072264115 
data(p1330):lugboot(A,big):1.0379416250463382 
data(p1330):safety(A,low):-3.018418877215597 
data(p756):buying(A,high):-0.8746638881017164 
data(p756):maint(A,med):1.2437107021513845 
data(p756):doors(A,morethanfive):0.25950417646888346 
data(p756):persons(A,more):2.496856045103138 
data(p756):lugboot(A,big):0.667993427087112 
data(p756):safety(A,high):3.2274117568495324 
data(p1565):buying(A,low):2.010555870820928 
data(p1565):maint(A,med):1.1402082055856106 
data(p1565):doors(A,3):0.0448404157907569 
data(p1565):persons(A,more):2.953497928932636 
data(p1565):lugboot(A,big):1.4955994399881003 
data(p1565):safety(A,med):2.7549155436190826 
data(p342):buying(A,vhigh):-2.1895637680117797 
data(p342):maint(A,low):2.273710816371504 
data(p342):doors(A,2):-0.4938847391238126 
data(p342):persons(A,4):3.0941516128469155 
data(p342):lugboot(A,big):0.9673366185899431 
data(p342):safety(A,high):3.56076745070194 
data(p733):buying(A,high):-0.6293564982852508 
data(p733):maint(A,med):1.1738162936574783 
data(p733):doors(A,morethanfive):0.8192810052577718 
data(p733):persons(A,2):-3.2172567774916345 
data(p733):lugboot(A,med):0.640032946018858 
data(p733):safety(A,low):-3.2063694849836004 
data(p115):buying(A,vhigh):-2.677364740748087 
data(p115):maint(A,high):-1.0452795427840134 
data(p115):doors(A,2):-0.36061827298783106 
data(p115):persons(A,2):-2.943340624933254 
data(p115):lugboot(A,big):1.5066097472044688 
data(p115):safety(A,low):-2.7350906364768455 
data(p412):buying(A,vhigh):-1.0662603309406389 
data(p412):maint(A,low):1.9500038521948504 
data(p412):doors(A,morethanfive):0.4553654589091787 
data(p412):persons(A,2):-3.159255184912383 
data(p412):lugboot(A,big):0.8359202396065828 
data(p412):safety(A,low):-3.129432871909178 
data(p61):buying(A,vhigh):-1.8450652120286084 
data(p61):maint(A,vhigh):-2.0434420661769903 
data(p61):doors(A,4):0.47907397862058265 
data(p61):persons(A,2):-2.886270233382078 
data(p61):lugboot(A,big):1.0272769147344816 
data(p61):safety(A,low):-2.696888913729094 
data(p1659):buying(A,low):1.9980019941020495 
data(p1659):maint(A,low):1.3359619808898036 
data(p1659):doors(A,3):-0.1487131437784259 
data(p1659):persons(A,4):3.224297470825533 
data(p1659):lugboot(A,small):-0.5306857546143716 
data(p1659):safety(A,high):4.495908002479782 
data(p1641):buying(A,low):1.4223916591435604 
data(p1641):maint(A,low):1.1430281742598623 
data(p1641):doors(A,2):-3.2139677582184563 
data(p1641):persons(A,more):1.3459415599357145 
data(p1641):lugboot(A,small):-2.327024149859363 
data(p1641):safety(A,high):3.89975442830726 
data(p714):buying(A,high):-1.1171490805143942 
data(p714):maint(A,med):1.2641642896826863 
data(p714):doors(A,4):0.376051066643402 
data(p714):persons(A,4):2.8918396490011236 
data(p714):lugboot(A,small):-0.8913873714638573 
data(p714):safety(A,high):4.656405951484824 
data(p1225):buying(A,med):1.8944603045077573 
data(p1225):maint(A,low):1.5308066723398877 
data(p1225):doors(A,3):-0.26978278749773044 
data(p1225):persons(A,4):2.477255918790677 
data(p1225):lugboot(A,small):-0.8314724118221957 
data(p1225):safety(A,low):-4.552469764919635 
data(p103):buying(A,vhigh):-2.2284796723072504 
data(p103):maint(A,vhigh):-2.7396317091954376 
data(p103):doors(A,morethanfive):0.6162438438376617 
data(p103):persons(A,more):2.3541292031625636 
data(p103):lugboot(A,med):0.7374284977965841 
data(p103):safety(A,low):-3.684358461644666 
data(p390):buying(A,vhigh):-2.2872012553841268 
data(p390):maint(A,low):2.423050208334923 
data(p390):doors(A,4):0.3344628103704875 
data(p390):persons(A,4):2.834953866259115 
data(p390):lugboot(A,small):-0.8772741060910524 
data(p390):safety(A,high):4.594924634482711 
data(p424):buying(A,vhigh):-1.5507463566734003 
data(p424):maint(A,low):2.0546425288570593 
data(p424):doors(A,morethanfive):0.47862217111498967 
data(p424):persons(A,more):1.8894891547302135 
data(p424):lugboot(A,small):-1.8370529128954625 
data(p424):safety(A,low):-4.04335971667748 
data(p398):buying(A,vhigh):-2.407972622429834 
data(p398):maint(A,low):2.2409716207886117 
data(p398):doors(A,4):0.49332628229621367 
data(p398):persons(A,more):2.0191279850778283 
data(p398):lugboot(A,small):-2.6626163466232695 
data(p398):safety(A,med):1.191692611372822 
data(p1518):buying(A,low):1.4466719766106204 
data(p1518):maint(A,med):0.7308896855054022 
data(p1518):doors(A,2):-1.6698607234012994 
data(p1518):persons(A,2):-4.98609731658691 
data(p1518):lugboot(A,med):0.2905279476485553 
data(p1518):safety(A,high):3.3700007871772075 
data(p76):buying(A,vhigh):-2.241403900632715 
data(p76):maint(A,vhigh):-2.6699058749378026 
data(p76):doors(A,4):0.6409433026209946 
data(p76):persons(A,more):2.317741266513087 
data(p76):lugboot(A,med):0.8126729717057826 
data(p76):safety(A,low):-3.6823750640280783 
data(p1045):buying(A,med):1.4338703467043175 
data(p1045):maint(A,high):-0.9819747492353257 
data(p1045):doors(A,4):0.4681870368143686 
data(p1045):persons(A,more):1.9809015214962145 
data(p1045):lugboot(A,small):-1.6488090079270248 
data(p1045):safety(A,low):-4.331375417776652 
data(p653):buying(A,high):-1.1448223433388516 
data(p653):maint(A,med):1.2401167889159217 
data(p653):doors(A,2):-2.311804194000876 
data(p653):persons(A,2):-4.51131824857896 
data(p653):lugboot(A,med):0.16381398956896465 
data(p653):safety(A,med):1.2633563224420248 
data(p929):buying(A,med):2.8319145814612035 
data(p929):maint(A,vhigh):-2.923594927698553 
data(p929):doors(A,4):0.6427885873376783 
data(p929):persons(A,4):2.3026332648586822 
data(p929):lugboot(A,small):-1.8583101920593739 
data(p929):safety(A,med):1.0713940993816096 
data(p1170):buying(A,med):1.2145384859834865 
data(p1170):maint(A,med):0.958443489463433 
data(p1170):doors(A,morethanfive):0.2219934031400182 
data(p1170):persons(A,2):-5.103718806390688 
data(p1170):lugboot(A,big):0.4068886203744792 
data(p1170):safety(A,high):2.833825013098101 
data(p464):buying(A,high):-1.615358283246337 
data(p464):maint(A,vhigh):-3.5717686146416225 
data(p464):doors(A,3):-0.4658964519792425 
data(p464):persons(A,2):-4.124810756091661 
data(p464):lugboot(A,med):0.29532681085932627 
data(p464):safety(A,med):1.0719711976550892 
data(p1135):buying(A,med):1.6285890574378084 
data(p1135):maint(A,med):1.110601375998769 
data(p1135):doors(A,4):0.5122846323388838 
data(p1135):persons(A,2):-3.265323751981994 
data(p1135):lugboot(A,small):-0.9167594868120041 
data(p1135):safety(A,low):-3.1679749447947483 
data(p1385):buying(A,low):2.594674656280333 
data(p1385):maint(A,vhigh):-2.3227567979736468 
data(p1385):doors(A,morethanfive):0.47713083934044365 
data(p1385):persons(A,2):-4.691054146466741 
data(p1385):lugboot(A,big):1.363969735811039 
data(p1385):safety(A,med):2.220608397417781 
data(p30):buying(A,vhigh):-2.2061776460878515 
data(p30):maint(A,vhigh):-2.600257019898658 
data(p30):doors(A,3):0.15540701867051074 
data(p30):persons(A,2):-3.803368211547935 
data(p30):lugboot(A,small):-0.5112043850788142 
data(p30):safety(A,high):4.114369340640132 
data(p690):buying(A,high):-1.0596197474160136 
data(p690):maint(A,med):1.2392542740606138 
data(p690):doors(A,3):-0.6377962423193234 
data(p690):persons(A,4):2.2014789066024107 
data(p690):lugboot(A,med):-0.09582748565031522 
data(p690):safety(A,high):4.274389788925722 
data(p1144):buying(A,med):1.8426043367942542 
data(p1144):maint(A,med):1.23058368185617 
data(p1144):doors(A,4):0.47583951560475896 
data(p1144):persons(A,4):2.7272765952329183 
data(p1144):lugboot(A,small):-1.057069187838923 
data(p1144):safety(A,low):-4.531885638440372 
data(p1539):buying(A,low):1.3908338543352186 
data(p1539):maint(A,med):0.8866414701477403 
data(p1539):doors(A,2):-1.534692722979884 
data(p1539):persons(A,more):2.127115614505132 
data(p1539):lugboot(A,big):1.2491460893721245 
data(p1539):safety(A,high):3.0275093977271763 
data(p419):buying(A,vhigh):-2.4117947949661236 
data(p419):maint(A,low):2.384684777406144 
data(p419):doors(A,morethanfive):0.8655518450923577 
data(p419):persons(A,4):2.2864823399651653 
data(p419):lugboot(A,med):0.4208047189121104 
data(p419):safety(A,med):1.6551083522756798 
data(p1187):buying(A,med):1.737107112297375 
data(p1187):maint(A,med):1.3150141589390263 
data(p1187):doors(A,morethanfive):0.30881555750468576 
data(p1187):persons(A,more):2.8015794216805183 
data(p1187):lugboot(A,big):1.4045227314486404 
data(p1187):safety(A,med):2.843943839077954 
data(p1360):buying(A,low):3.045567040729936 
data(p1360):maint(A,vhigh):-2.197147915833518 
data(p1360):doors(A,4):0.5018571105855028 
data(p1360):persons(A,4):2.522446894240041 
data(p1360):lugboot(A,small):-1.0075057542068786 
data(p1360):safety(A,low):-4.107485077918167 
data(p951):buying(A,med):2.0863763579417776 
data(p951):maint(A,vhigh):-1.9257169272253616 
data(p951):doors(A,morethanfive):0.4621556490779959 
data(p951):persons(A,2):-4.51656292746647 
data(p951):lugboot(A,med):0.3717002816497988 
data(p951):safety(A,high):3.4079612569828606 
data(p1241):buying(A,med):1.8546515143621982 
data(p1241):maint(A,low):1.4182522433789455 
data(p1241):doors(A,3):0.08259750091988059 
data(p1241):persons(A,more):3.19010458289394 
data(p1241):lugboot(A,big):1.5084633529649871 
data(p1241):safety(A,med):2.5851261825085223 
data(p240):buying(A,vhigh):-1.9434266164827863 
data(p240):maint(A,med):1.7916070149176173 
data(p240):doors(A,2):-2.1680326819402866 
data(p240):persons(A,more):2.320613098333332 
data(p240):lugboot(A,med):0.5209483528102821 
data(p240):safety(A,high):3.783949612287606 
data(p143):buying(A,vhigh):-3.4334953166539455 
data(p143):maint(A,high):-1.5549706060608715 
data(p143):doors(A,3):-0.2117463629217685 
data(p143):persons(A,2):-4.237222153628561 
data(p143):lugboot(A,big):1.5519683447925159 
data(p143):safety(A,med):1.7297325985952445 
data(p715):buying(A,high):-1.0019373118490602 
data(p715):maint(A,med):1.2336681522919826 
data(p715):doors(A,4):0.772416447990186 
data(p715):persons(A,4):2.211580528640936 
data(p715):lugboot(A,med):0.5254362385107074 
data(p715):safety(A,low):-4.599794727710294 
data(p220):buying(A,vhigh):-1.04751972043191 
data(p220):maint(A,med):1.7252620479767744 
data(p220):doors(A,2):-1.5788832177243495 
data(p220):persons(A,2):-3.0662177184664094 
data(p220):lugboot(A,med):0.2121852989918134 
data(p220):safety(A,low):-2.885883832293762 
data(p1255):buying(A,med):1.6285803446295581 
data(p1255):maint(A,low):1.4241001567135696 
data(p1255):doors(A,4):0.7204353111709638 
data(p1255):persons(A,4):2.58312279543775 
data(p1255):lugboot(A,med):0.3524979951040802 
data(p1255):safety(A,low):-4.803765813369463 
data(p531):buying(A,high):-1.7775633678620633 
data(p531):maint(A,vhigh):-4.285952682659883 
data(p531):doors(A,morethanfive):0.381860303997243 
data(p531):persons(A,4):2.360523710329885 
data(p531):lugboot(A,big):0.6501254204348723 
data(p531):safety(A,high):3.3083078875436387 
data(p1368):buying(A,low):2.8158003512911916 
data(p1368):maint(A,vhigh):-2.663808696659331 
data(p1368):doors(A,4):0.2689734754945997 
data(p1368):persons(A,4):2.792696834688518 
data(p1368):lugboot(A,big):0.5421728149820592 
data(p1368):safety(A,high):3.2079071720782233 
data(p1069):buying(A,med):1.066891192933921 
data(p1069):maint(A,high):-1.1930021613935748 
data(p1069):doors(A,morethanfive):0.3345031605470431 
data(p1069):persons(A,4):2.4738824926072946 
data(p1069):lugboot(A,big):0.8762974073713391 
data(p1069):safety(A,low):-4.7059388094108066 
data(p1252):buying(A,med):1.8899038156294887 
data(p1252):maint(A,low):1.5218881639867226 
data(p1252):doors(A,4):0.4570765500157643 
data(p1252):persons(A,4):2.802332724984827 
data(p1252):lugboot(A,small):-1.0378114652838863 
data(p1252):safety(A,low):-4.583071532404849 
data(p691):buying(A,high):-0.9399146756005855 
data(p691):maint(A,med):1.213179862567025 
data(p691):doors(A,3):-0.3810982709557085 
data(p691):persons(A,4):2.069981525091168 
data(p691):lugboot(A,big):1.2790348752869243 
data(p691):safety(A,low):-4.71962869245462 
data(p161):buying(A,vhigh):-4.083512149410876 
data(p161):maint(A,high):-1.829717464670013 
data(p161):doors(A,3):0.07574979334497453 
data(p161):persons(A,more):2.836091829837897 
data(p161):lugboot(A,big):1.6522704737194702 
data(p161):safety(A,med):2.013886817997356 
data(p759):buying(A,high):-0.8909650290864457 
data(p759):maint(A,low):1.2771606340178074 
data(p759):doors(A,2):-2.233334914254749 
data(p759):persons(A,2):-4.3832295037734665 
data(p759):lugboot(A,small):-1.407998632089299 
data(p759):safety(A,high):4.182465488963768 
data(p1336):buying(A,low):2.95568293587751 
data(p1336):maint(A,vhigh):-2.286001246645284 
data(p1336):doors(A,3):-0.7679695335288971 
data(p1336):persons(A,4):1.8313454419697097 
data(p1336):lugboot(A,med):-0.01338388190260841 
data(p1336):safety(A,low):-4.2442819918660595 
data(p1027):buying(A,med):1.1896775931330088 
data(p1027):maint(A,high):-0.7356922565963968 
data(p1027):doors(A,4):0.5439750263006474 
data(p1027):persons(A,2):-3.056836588168703 
data(p1027):lugboot(A,small):-0.9615599384321352 
data(p1027):safety(A,low):-3.030769260207881 
data(p1488):buying(A,low):1.8731782984001695 
data(p1488):maint(A,high):-0.31716427348371146 
data(p1488):doors(A,morethanfive):0.31448680605170887 
data(p1488):persons(A,2):-4.676735123261258 
data(p1488):lugboot(A,small):-0.7954407748678686 
data(p1488):safety(A,high):3.5111232451885903 
data(p1598):buying(A,low):2.079755681412351 
data(p1598):maint(A,med):1.1225251846249393 
data(p1598):doors(A,morethanfive):0.8111038017516834 
data(p1598):persons(A,2):-5.010781752707195 
data(p1598):lugboot(A,med):0.620370019461877 
data(p1598):safety(A,med):2.313414321223042 
data(p708):buying(A,high):-0.7076548530590125 
data(p708):maint(A,med):1.069046473702416 
data(p708):doors(A,4):0.532832974846141 
data(p708):persons(A,2):-4.764895550053502 
data(p708):lugboot(A,med):0.5053305950868974 
