data(p140):handicapped_infants(A,y):0.2116940106905232 
data(p309):water_project_cost_sharing(A,n):-0.10011742550023522 
data(p309):budget_resolution(A,n):-1.036589610542342 
data(p309):physician_fee_freeze(A,y):-4.754368980250471 
data(p309):el_salvador_aid(A,y):-0.19384554590917438 
data(p309):religious_groups_in_schools(A,y):0.2282685778288082 
data(p309):anti_satellite_test_ban(A,n):-0.2975952359100459 
data(p309):aid_to_nicaraguan_contras(A,n):2.2064658381093483 
data(p309):mx_missile(A,n):0.1383589590864847 
data(p309):immigration(A,y):-0.7827715754101295 
data(p309):synfuels_corporation_cutback(A,n):-1.213940846944111 
data(p309):education_spending(A,y):0.9168257359575565 
data(p309):superfund_right_to_sue(A,y):-0.0633998068428534 
data(p309):crime(A,y):0.04716411315988375 
data(p309):duty_free_exports(A,n):-0.36172930664417724 
data(p309):export_administration_act_south_africa(A,n):0.02258914115809789 
data(p27):handicapped_infants(A,y):0.210088751151317 
data(p27):water_project_cost_sharing(A,n):-0.1827423392917261 
data(p27):budget_resolution(A,y):0.981517298302393 
data(p27):physician_fee_freeze(A,n):1.3761152537275785 
data(p27):el_salvador_aid(A,n):-0.3180022778542086 
data(p27):religious_groups_in_schools(A,n):-0.2842968058592169 
data(p27):anti_satellite_test_ban(A,y):-0.1900033990948823 
data(p27):aid_to_nicaraguan_contras(A,y):0.4036130306436024 
data(p27):mx_missile(A,y):1.7208704784424265 
data(p27):immigration(A,n):0.6629647059974056 
data(p27):synfuels_corporation_cutback(A,y):0.2394354586244101 
data(p27):education_spending(A,n):1.1899130894682532 
data(p27):superfund_right_to_sue(A,n):0.4358220561331681 
data(p27):crime(A,n):0.15705210380245724 
data(p27):duty_free_exports(A,y):0.1130244950805846 
data(p27):export_administration_act_south_africa(A,y):-0.3844549633419421 
data(p77):handicapped_infants(A,n):0.5258365203605926 
data(p77):water_project_cost_sharing(A,y):1.8919064741296292 
data(p77):budget_resolution(A,y):1.427877424800299 
data(p77):physician_fee_freeze(A,n):1.4383744927634166 
data(p77):el_salvador_aid(A,y):-0.12512856379236217 
data(p77):religious_groups_in_schools(A,y):0.270608211813868 
data(p77):anti_satellite_test_ban(A,n):-0.26054480436651795 
data(p77):aid_to_nicaraguan_contras(A,n):2.1220380580632394 
data(p77):mx_missile(A,n):0.13819284118458888 
data(p77):immigration(A,y):-0.8124460583677136 
data(p77):synfuels_corporation_cutback(A,y):0.22191352614532714 
data(p77):education_spending(A,y):0.9064098476819782 
data(p77):superfund_right_to_sue(A,y):-0.15282371922551383 
data(p77):crime(A,y):0.05969094126509193 
data(p77):duty_free_exports(A,n):-0.32745972191792005 
data(p44):handicapped_infants(A,y):0.2116940106905232 
data(p44):water_project_cost_sharing(A,n):-0.17587100619560783 
data(p44):budget_resolution(A,y):1.0237268518704568 
data(p44):physician_fee_freeze(A,n):1.6720927470902438 
data(p44):el_salvador_aid(A,n):-0.3226001521300871 
data(p44):religious_groups_in_schools(A,n):-0.2920877847889192 
data(p44):anti_satellite_test_ban(A,y):-0.1862268909405914 
data(p44):aid_to_nicaraguan_contras(A,y):0.4036130306436024 
data(p44):mx_missile(A,y):1.69484289443903 
data(p44):immigration(A,n):0.6473177936510192 
data(p44):synfuels_corporation_cutback(A,n):-1.2732536884522998 
data(p44):education_spending(A,n):1.1563892178390132 
data(p44):superfund_right_to_sue(A,n):0.4298474768642691 
data(p44):crime(A,n):0.2316895977635152 
data(p44):duty_free_exports(A,y):0.11819145606065692 
data(p44):export_administration_act_south_africa(A,y):-0.3769883664914608 
data(p281):handicapped_infants(A,n):0.5732356534422476 
data(p281):water_project_cost_sharing(A,n):-0.17587100619560783 
data(p281):budget_resolution(A,y):1.093730624485077 
data(p281):physician_fee_freeze(A,n):1.7329945474253892 
data(p281):el_salvador_aid(A,n):-0.33015778977168564 
data(p281):religious_groups_in_schools(A,n):-0.2920877847889192 
data(p281):anti_satellite_test_ban(A,y):-0.2068121605825385 
data(p281):aid_to_nicaraguan_contras(A,y):0.4087022697217801 
data(p281):mx_missile(A,y):1.6670028849526828 
data(p281):immigration(A,y):-0.7688643152187752 
data(p281):synfuels_corporation_cutback(A,n):-1.3139850506618311 
data(p281):education_spending(A,n):1.1588880489907185 
data(p281):superfund_right_to_sue(A,n):0.39882680251386077 
data(p281):crime(A,y):0.021973200205942588 
data(p281):duty_free_exports(A,n):-0.5362294748727052 
data(p281):export_administration_act_south_africa(A,y):-0.37675064348907844 
data(p4):handicapped_infants(A,n):0.463819722031849 
data(p4):water_project_cost_sharing(A,y):1.81080101944574 
data(p4):budget_resolution(A,y):1.2400392221857035 
data(p4):physician_fee_freeze(A,n):1.3176151111763024 
data(p4):religious_groups_in_schools(A,y):0.23383222924956473 
data(p4):anti_satellite_test_ban(A,n):-0.26719543521436506 
data(p4):aid_to_nicaraguan_contras(A,n):2.197041359569757 
data(p4):mx_missile(A,n):0.1285746436139436 
data(p4):immigration(A,n):0.5556802739735744 
data(p4):synfuels_corporation_cutback(A,y):0.22543088145057658 
data(p4):education_spending(A,n):1.262917943470215 
data(p4):superfund_right_to_sue(A,y):-0.2258958789703454 
data(p4):crime(A,n):0.1154542653909692 
data(p4):duty_free_exports(A,n):-0.3066365038615474 
data(p4):export_administration_act_south_africa(A,y):-0.4370833256804138 
data(p412):handicapped_infants(A,y):0.07189441411588507 
data(p412):water_project_cost_sharing(A,n):-0.1827423392917261 
data(p412):budget_resolution(A,y):1.0209332122421335 
data(p412):physician_fee_freeze(A,n):1.474617030691459 
data(p412):el_salvador_aid(A,n):-0.3157607376972829 
data(p412):religious_groups_in_schools(A,y):0.2619018156432639 
data(p412):anti_satellite_test_ban(A,y):-0.20291893997430296 
data(p412):aid_to_nicaraguan_contras(A,y):0.4036130306436024 
data(p412):mx_missile(A,y):1.6665892840579168 
data(p412):immigration(A,y):-0.8829546539214679 
data(p412):synfuels_corporation_cutback(A,y):0.2350310088478322 
data(p412):education_spending(A,n):1.2125838438493635 
data(p412):superfund_right_to_sue(A,n):0.40104509024912866 
data(p412):crime(A,n):0.1391792291718102 
data(p412):duty_free_exports(A,n):-0.5129071422447221 
data(p412):export_administration_act_south_africa(A,y):-0.38116736826020486 
data(p50):handicapped_infants(A,n):0.4903268306407184 
data(p50):budget_resolution(A,n):-1.026253769680754 
data(p50):physician_fee_freeze(A,y):-4.73451846150553 
data(p50):el_salvador_aid(A,y):-0.2040834197207329 
data(p50):religious_groups_in_schools(A,y):0.19550730477721076 
data(p50):anti_satellite_test_ban(A,n):-0.304245866757893 
data(p50):aid_to_nicaraguan_contras(A,n):2.2912521402501786 
data(p50):mx_missile(A,n):0.11069018742596651 
data(p50):immigration(A,n):0.6393168113251255 
data(p50):synfuels_corporation_cutback(A,n):-1.2438448931460095 
data(p50):education_spending(A,y):0.8857571695021897 
data(p50):superfund_right_to_sue(A,y):-0.118869064919256 
data(p50):crime(A,y):0.06110739199597015 
data(p50):duty_free_exports(A,n):-0.3374428063943087 
data(p50):export_administration_act_south_africa(A,n):-0.0013522874087858322 
data(p424):handicapped_infants(A,n):0.4612542762370275 
data(p424):water_project_cost_sharing(A,y):1.7410077678860054 
data(p424):budget_resolution(A,y):1.0277470051640996 
data(p424):physician_fee_freeze(A,n):1.3363933893495974 
data(p424):el_salvador_aid(A,n):-0.33992832311355725 
data(p424):religious_groups_in_schools(A,y):0.24868772625242333 
data(p424):anti_satellite_test_ban(A,y):-0.19767312785740873 
data(p424):aid_to_nicaraguan_contras(A,y):0.4145815707722019 
data(p424):mx_missile(A,y):1.7352957238820963 
data(p424):immigration(A,n):0.56199207259786 
data(p424):synfuels_corporation_cutback(A,y):0.21169781485810088 
data(p424):education_spending(A,n):1.2200454880225846 
data(p424):superfund_right_to_sue(A,n):0.4295921861083479 
data(p424):crime(A,y):0.04844330714723713 
data(p424):duty_free_exports(A,y):0.10198213483331522 
data(p424):export_administration_act_south_africa(A,y):-0.4149306097982038 
data(p31):handicapped_infants(A,n):0.48044566784389164 
data(p31):water_project_cost_sharing(A,y):1.9302686792963242 
data(p31):budget_resolution(A,n):-1.0864953810927032 
data(p31):physician_fee_freeze(A,y):-4.674303739329006 
data(p31):el_salvador_aid(A,y):-0.2040834197207329 
data(p31):religious_groups_in_schools(A,y):0.20464388860477015 
data(p31):anti_satellite_test_ban(A,n):-0.304245866757893 
data(p31):aid_to_nicaraguan_contras(A,n):2.281090006494566 
data(p31):mx_missile(A,n):0.11069018742596651 
data(p31):immigration(A,n):0.656272814698797 
data(p31):synfuels_corporation_cutback(A,n):-1.270532313714763 
data(p31):education_spending(A,y):0.891999907242203 
data(p31):superfund_right_to_sue(A,y):-0.118869064919256 
data(p31):crime(A,y):0.07363422010117832 
data(p31):duty_free_exports(A,n):-0.3053037672343717 
data(p31):export_administration_act_south_africa(A,n):-0.019059477946415618 
data(p122):handicapped_infants(A,n):0.5514237075302973 
data(p122):budget_resolution(A,n):-1.0656616229870923 
data(p122):physician_fee_freeze(A,y):-4.889579196139969 
data(p122):el_salvador_aid(A,y):-0.19384554590917438 
data(p122):religious_groups_in_schools(A,y):0.2282685778288082 
data(p122):anti_satellite_test_ban(A,n):-0.2975952359100459 
data(p122):aid_to_nicaraguan_contras(A,n):2.1890059879411394 
data(p122):mx_missile(A,n):0.1316734927441191 
data(p122):immigration(A,y):-0.7827715754101295 
data(p122):synfuels_corporation_cutback(A,n):-1.1962761918254359 
data(p122):education_spending(A,y):0.9150458846178886 
data(p122):superfund_right_to_sue(A,y):-0.0734486716893143 
data(p122):crime(A,y):0.04716411315988375 
data(p122):duty_free_exports(A,n):-0.36137477491513037 
data(p122):export_administration_act_south_africa(A,y):-0.532648215639814 
data(p116):handicapped_infants(A,n):0.5529878106628243 
data(p116):budget_resolution(A,y):1.1627125257792446 
data(p116):physician_fee_freeze(A,n):1.6738800665972706 
data(p116):anti_satellite_test_ban(A,y):-0.173280077834873 
data(p116):aid_to_nicaraguan_contras(A,y):0.4145815707722019 
data(p116):mx_missile(A,y):1.7940390939905855 
data(p116):immigration(A,y):-0.756762365066603 
data(p116):superfund_right_to_sue(A,n):0.41771763316161287 
data(p116):crime(A,n):0.17702440808937947 
data(p116):duty_free_exports(A,y):0.15668090375436555 
data(p116):export_administration_act_south_africa(A,y):-0.379217347414136 
data(p405):handicapped_infants(A,y):0.14536056149832458 
data(p405):water_project_cost_sharing(A,y):1.8446590847425919 
data(p405):budget_resolution(A,n):-1.1239401923220127 
data(p405):physician_fee_freeze(A,y):-4.874792454198147 
data(p405):el_salvador_aid(A,y):-0.18419551290875263 
data(p405):religious_groups_in_schools(A,y):0.23740516165636757 
data(p405):anti_satellite_test_ban(A,n):-0.3039948411444108 
data(p405):aid_to_nicaraguan_contras(A,n):2.1934690066545732 
data(p405):mx_missile(A,n):0.14049491681089915 
data(p405):immigration(A,y):-0.9033127602947504 
data(p405):synfuels_corporation_cutback(A,n):-1.2205645639734544 
data(p405):education_spending(A,y):0.9234787039155585 
data(p405):superfund_right_to_sue(A,y):-0.06996883613053145 
data(p405):crime(A,y):0.056011307058470905 
data(p405):duty_free_exports(A,n):-0.3551501604917826 
data(p405):export_administration_act_south_africa(A,y):-0.5812048698786437 
data(p217):handicapped_infants(A,y):0.1458372581985263 
data(p217):water_project_cost_sharing(A,y):1.75027196966609 
data(p217):budget_resolution(A,y):1.1837792759456596 
data(p217):physician_fee_freeze(A,n):1.640026624002619 
data(p217):el_salvador_aid(A,y):-0.12785584211633205 
data(p217):religious_groups_in_schools(A,y):0.285893896473682 
data(p217):anti_satellite_test_ban(A,n):-0.2790356179447031 
data(p217):aid_to_nicaraguan_contras(A,n):2.1494342328689386 
data(p217):immigration(A,y):-0.9019506113586169 
data(p217):synfuels_corporation_cutback(A,n):-1.2551736190120286 
data(p217):education_spending(A,n):1.1667330077863378 
data(p217):superfund_right_to_sue(A,n):0.42238639055041177 
data(p217):crime(A,y):0.030820394104529712 
data(p217):duty_free_exports(A,y):0.14583064441595778 
data(p265):handicapped_infants(A,y):0.2116940106905232 
data(p265):water_project_cost_sharing(A,n):-0.17587100619560783 
data(p265):budget_resolution(A,y):1.0237268518704568 
data(p265):physician_fee_freeze(A,n):1.6418305157157453 
data(p265):el_salvador_aid(A,n):-0.3226001521300871 
data(p265):religious_groups_in_schools(A,n):-0.2920877847889192 
data(p265):anti_satellite_test_ban(A,y):-0.1862268909405914 
data(p265):aid_to_nicaraguan_contras(A,y):0.4036130306436024 
data(p265):mx_missile(A,y):1.705535439028244 
data(p265):immigration(A,n):0.6503421230812465 
data(p265):synfuels_corporation_cutback(A,n):-1.2748994765057515 
data(p265):education_spending(A,n):1.1563892178390132 
data(p265):superfund_right_to_sue(A,n):0.4298474768642691 
data(p265):crime(A,n):0.2316895977635152 
data(p265):duty_free_exports(A,y):0.11819145606065692 
data(p210):handicapped_infants(A,y):0.07189441411588507 
data(p210):water_project_cost_sharing(A,y):1.7242383922077995 
data(p210):budget_resolution(A,y):1.0352142314281543 
data(p210):physician_fee_freeze(A,n):1.4255574447299506 
data(p210):el_salvador_aid(A,n):-0.3278876051581072 
data(p210):religious_groups_in_schools(A,n):-0.28689280420602253 
data(p210):anti_satellite_test_ban(A,y):-0.20291893997430296 
data(p210):aid_to_nicaraguan_contras(A,y):0.4094923316940241 
data(p210):mx_missile(A,y):1.659217809552162 
data(p210):immigration(A,y):-0.9151529933893363 
data(p210):synfuels_corporation_cutback(A,y):0.24946593202171044 
data(p210):education_spending(A,n):1.141242070231238 
data(p210):superfund_right_to_sue(A,n):0.3910589286906771 
data(p210):crime(A,n):0.1561708107110275 
data(p210):duty_free_exports(A,n):-0.48076810308478524 
data(p210):export_administration_act_south_africa(A,y):-0.40889207069221584 
data(p317):handicapped_infants(A,n):0.4616945571307386 
data(p317):water_project_cost_sharing(A,n):-0.11181971603757526 
data(p317):budget_resolution(A,n):-0.9074875102355415 
data(p317):physician_fee_freeze(A,n):1.5036020903198206 
data(p317):el_salvador_aid(A,n):-0.31716281768692695 
data(p317):religious_groups_in_schools(A,y):0.2213197978691239 
data(p317):anti_satellite_test_ban(A,n):-0.3229338748204772 
data(p317):aid_to_nicaraguan_contras(A,y):0.4301309723404222 
data(p317):mx_missile(A,y):1.8171752527662122 
data(p317):immigration(A,n):0.530141676167513 
data(p317):synfuels_corporation_cutback(A,y):0.20139951259482927 
data(p317):education_spending(A,y):0.8162301053460946 
data(p317):superfund_right_to_sue(A,y):-0.21345137441665632 
data(p317):crime(A,y):0.06110739199597015 
data(p317):duty_free_exports(A,y):0.20937064316883794 
data(p317):export_administration_act_south_africa(A,n):0.008621373826554979 
data(p385):handicapped_infants(A,y):0.23127669403411227 
data(p385):water_project_cost_sharing(A,y):2.029627486490731 
data(p385):budget_resolution(A,y):1.6644366154957475 
data(p385):physician_fee_freeze(A,y):-4.6422333420873825 
data(p385):el_salvador_aid(A,y):-0.11042338205538291 
data(p385):religious_groups_in_schools(A,y):0.22222146007557395 
data(p385):anti_satellite_test_ban(A,n):-0.19353473793231515 
data(p385):aid_to_nicaraguan_contras(A,n):2.215285273462331 
data(p385):mx_missile(A,n):0.12056856965173858 
data(p385):immigration(A,n):0.7654857479751617 
data(p385):synfuels_corporation_cutback(A,y):0.909307097244815 
data(p385):education_spending(A,y):0.8813460326001843 
data(p385):superfund_right_to_sue(A,y):-0.19938242739489423 
data(p385):crime(A,y):0.0699545858945573 
data(p385):duty_free_exports(A,n):-0.28843389156390054 
data(p385):export_administration_act_south_africa(A,y):-0.6329755899833439 
data(p2):handicapped_infants(A,n):0.48044566784389164 
data(p2):water_project_cost_sharing(A,y):1.947174559863308 
data(p2):budget_resolution(A,n):-1.0864953810927032 
data(p2):physician_fee_freeze(A,y):-4.674303739329006 
data(p2):el_salvador_aid(A,y):-0.2040834197207329 
data(p2):religious_groups_in_schools(A,y):0.20464388860477015 
data(p2):anti_satellite_test_ban(A,n):-0.304245866757893 
data(p2):aid_to_nicaraguan_contras(A,n):2.281090006494566 
data(p2):mx_missile(A,n):0.11069018742596651 
data(p2):immigration(A,n):0.671239919632696 
data(p2):synfuels_corporation_cutback(A,n):-1.2603558821963425 
data(p2):education_spending(A,y):0.891999907242203 
data(p2):superfund_right_to_sue(A,y):-0.118869064919256 
data(p2):crime(A,y):0.07363422010117832 
data(p2):duty_free_exports(A,n):-0.3049492355053248 
data(p314):handicapped_infants(A,n):0.5518048317687223 
data(p314):water_project_cost_sharing(A,y):1.9354365334576797 
data(p314):budget_resolution(A,y):1.7589759319801086 
data(p314):physician_fee_freeze(A,y):-4.9079109664849785 
data(p314):el_salvador_aid(A,y):-0.16932013878571522 
