data(p87):a1(A,1):-0.29557053869733513 
data(p147):a6(A,2):0.13351662243553575 
data(p147):a7(A,1):0.014024801048254355 
data(p147):a8(A,3):-0.40761528705300487 
data(p147):a9(A,1):-0.2487748918836371 
data(p147):a10(A,1):-0.45178570012811436 
data(p147):a11(A,2):0.32220421593350546 
data(p147):a12(A,2):0.5125045038036099 
data(p147):a13(A,2):0.2916387672529146 
data(p147):a14(A,2):0.3486746760179068 
data(p147):a15(A,2):0.08545222183502521 
data(p147):a16(A,2):0.21729365800464637 
data(p147):a17(A,2):0.07662678043875079 
data(p147):a18(A,0):0.1978897962404045 
data(p147):a19(A,1):0.2675227230358039 
data(p147):a20(A,0):-0.04071758075363915 
data(p147):a21(A,0):-1.0097445265446947 
data(p147):a22(A,0):0.1163636571113926 
data(p147):a23(A,0):-0.8343928956903967 
data(p147):a24(A,0):-0.32197544542080336 
data(p147):a25(A,0):0.007053140012784681 
data(p147):a26(A,0):0.13838126675425086 
data(p147):a27(A,0):-0.1458830244183155 
data(p147):a28(A,1):-0.34174724514854565 
data(p147):a29(A,2):0.21621628292206088 
data(p147):a30(A,2):0.12071545123684971 
data(p147):a31(A,3):-0.3371402938153091 
data(p147):a32(A,3):-0.29555355859111443 
data(p147):a33(A,2):0.1145979330936503 
data(p147):a34(A,3):-0.09671951919529166 
data(p147):a35(A,3):-0.4605018909014392 
data(p147):a36(A,2):-0.432903914521752 
data(p147):a37(A,0):0.1902117477089497 
data(p147):a38(A,2):0.25163547596339453 
data(p147):a39(A,2):0.2704348935318391 
data(p147):a40(A,0):0.2953181322731474 
data(p147):a41(A,3):0.2167563891699871 
data(p147):a42(A,3):0.12702336942671336 
data(p147):a43(A,3):0.3913717549838666 
data(p147):a44(A,3):0.5002565141574832 
data(p147):a45(A,3):0.5671182116625346 
data(p147):a46(A,3):0.27785576924462396 
data(p147):a47(A,3):0.23123618305557508 
data(p147):a48(A,3):0.5911748984952212 
data(p147):a49(A,3):0.14207399613951543 
data(p147):a50(A,3):-0.3781483464236426 
data(p147):a51(A,3):1.0818223038834136 
data(p147):a52(A,3):1.0363977527596517 
data(p147):a53(A,3):-0.015050951387633337 
data(p147):a54(A,3):-0.07810439474693051 
data(p147):a55(A,3):-0.5590976774987808 
data(p147):a56(A,2):0.008233486788294261 
data(p147):a57(A,3):-0.08028727219788648 
data(p147):a58(A,3):0.29805535942011635 
data(p147):a59(A,3):0.07148867857956998 
data(p147):a60(A,3):0.15416460870744114 
data(p133):a1(A,3):0.44430324699733054 
data(p133):a2(A,3):-0.06967108547942556 
data(p133):a3(A,3):-0.03255779127968427 
data(p133):a4(A,2):0.21853394534365433 
data(p133):a5(A,1):0.0721475408223829 
data(p133):a6(A,2):0.13944037015056548 
data(p133):a7(A,1):0.010663857493076016 
data(p133):a8(A,3):-0.35212170657618014 
data(p133):a9(A,3):0.8364820754528355 
data(p133):a10(A,3):0.56854270311535 
data(p133):a11(A,3):0.36400769260645227 
data(p133):a12(A,1):-0.4280740832310733 
data(p133):a13(A,1):0.03873641142697269 
data(p133):a14(A,2):0.3496672319906181 
data(p133):a15(A,2):0.07784317760945572 
data(p133):a16(A,2):0.2886324390262183 
data(p133):a17(A,1):0.07096963471802714 
data(p133):a18(A,0):0.1637965899134121 
data(p133):a19(A,0):0.321799497489516 
data(p133):a20(A,3):0.07117326613655922 
data(p133):a21(A,3):1.5551897839878035 
data(p133):a22(A,1):0.11346100179895807 
data(p133):a23(A,0):-0.8669799055131335 
data(p133):a24(A,0):-0.3365908904405155 
data(p133):a25(A,0):0.08123062996041841 
data(p133):a26(A,0):0.149462862863654 
data(p133):a27(A,0):0.07740286744195315 
data(p133):a28(A,0):-0.12741294804957312 
data(p133):a29(A,0):-0.2544224955850358 
data(p133):a30(A,1):-0.12641075735135826 
data(p133):a31(A,0):0.3643326297100132 
data(p133):a32(A,1):0.34936009704257287 
data(p133):a33(A,2):0.1414720462567831 
data(p133):a34(A,3):-0.07640118699201326 
data(p133):a35(A,3):-0.37921062539146644 
data(p133):a36(A,3):-1.179253373282199 
data(p133):a37(A,3):-0.4376819665819995 
data(p133):a38(A,3):0.40228344093671187 
data(p133):a39(A,3):0.24084287013302344 
data(p133):a40(A,3):-0.2838826716555115 
data(p133):a41(A,2):0.23010074731556926 
data(p133):a42(A,0):-0.1579295558675165 
data(p133):a43(A,1):-0.24596976710806218 
data(p133):a44(A,2):0.3704785598480674 
data(p133):a45(A,3):0.6024886841155668 
data(p133):a46(A,3):0.42658742235800207 
data(p133):a47(A,2):-0.0603001236760512 
data(p133):a48(A,3):0.4791372609060475 
data(p133):a49(A,3):0.18852589231084696 
data(p133):a50(A,3):-0.30141589336703 
data(p133):a51(A,2):0.8824904947305975 
data(p133):a52(A,1):-0.558004886919224 
data(p133):a53(A,1):0.006472832512438556 
data(p133):a54(A,3):-0.08944941136799747 
data(p133):a55(A,3):-0.5717260693098805 
data(p133):a56(A,3):0.2285867889492729 
data(p133):a57(A,3):-0.08699440193086186 
data(p133):a58(A,3):0.26016642824904473 
data(p133):a59(A,3):0.03647950975648786 
data(p133):a60(A,1):-0.03712349409725228 
data(p158):a1(A,1):-0.24429435650486547 
data(p158):a2(A,1):0.1018906468747524 
data(p158):a3(A,1):0.04508926409852742 
data(p158):a4(A,0):-0.4715368182490876 
data(p158):a5(A,2):0.24322844983339756 
data(p158):a6(A,1):-0.09195034640326515 
data(p158):a7(A,2):0.07235486757928114 
data(p158):a8(A,2):-0.22135767972382348 
data(p158):a9(A,2):0.6832399477612355 
data(p158):a10(A,3):0.5962213528552073 
data(p158):a11(A,1):-0.3384250218161295 
data(p158):a12(A,2):0.5751642091645384 
data(p158):a13(A,2):0.24225846572438434 
data(p158):a14(A,1):-0.18683488713506546 
data(p158):a15(A,0):0.4650454506617678 
data(p158):a16(A,0):0.017213029073169066 
data(p158):a17(A,0):0.16953442245964193 
data(p158):a18(A,0):0.23781052526613397 
data(p158):a19(A,0):0.35156717081185573 
data(p158):a20(A,0):-0.03806137466430788 
data(p158):a21(A,0):-0.8095979634210316 
data(p158):a22(A,0):0.12430562620115698 
data(p158):a23(A,0):-0.772882425377781 
data(p158):a24(A,1):-0.3213942148687326 
data(p158):a25(A,1):-0.007416414019474337 
data(p158):a26(A,2):-0.07586104932789565 
data(p158):a27(A,2):0.3229338976619206 
data(p158):a28(A,3):0.3157639876643831 
data(p158):a29(A,3):0.43229684180617045 
data(p158):a30(A,3):0.17459403382980607 
data(p158):a31(A,3):-0.3062765936331992 
data(p158):a32(A,3):-0.2531985124023978 
data(p158):a33(A,3):0.0005656480272852404 
data(p158):a34(A,3):-0.09332672531762672 
data(p158):a35(A,3):-0.42722034101939593 
data(p158):a36(A,3):-1.3185300165783769 
data(p158):a37(A,3):-0.43326818905483094 
data(p158):a38(A,3):0.3376155639266977 
data(p158):a39(A,3):0.23154715613591795 
data(p158):a40(A,3):-0.2670991642158036 
data(p158):a41(A,3):0.20355526920627812 
data(p158):a42(A,3):0.1447015525404664 
data(p158):a43(A,3):0.3578257480279365 
data(p158):a44(A,3):0.4744852819468697 
data(p158):a45(A,3):0.6253334001738251 
data(p158):a46(A,3):0.4803262242786007 
data(p158):a47(A,3):0.2263298331982842 
data(p158):a48(A,3):0.5530562105817485 
data(p158):a49(A,3):0.14468683547353436 
data(p158):a50(A,3):-0.36084305676022443 
data(p158):a51(A,3):0.9272357631230602 
data(p158):a52(A,2):0.7038232670246861 
data(p158):a53(A,0):-0.01451822379815628 
data(p158):a54(A,2):-0.25361410026376924 
data(p158):a55(A,2):-0.6369787522889716 
data(p158):a56(A,2):-0.008474152021160041 
data(p158):a57(A,2):-0.06733691531747528 
data(p158):a58(A,0):-0.23024615251863936 
data(p158):a59(A,1):-0.08313048341128304 
data(p158):a60(A,1):0.05407759025714926 
data(p201):a1(A,0):-0.40041406473916186 
data(p201):a2(A,2):-0.09429062957069474 
data(p201):a3(A,1):0.09920289114005726 
data(p201):a4(A,0):-0.3294286706538699 
data(p201):a5(A,2):0.2176819332979281 
data(p201):a6(A,2):0.1658613005659454 
data(p201):a7(A,3):-0.06503503569355504 
data(p201):a8(A,3):-0.3906999328480901 
data(p201):a9(A,3):0.7727431131012608 
data(p201):a10(A,3):0.6284308665098896 
data(p201):a11(A,3):0.40179263900552153 
data(p201):a12(A,3):0.5889283319129223 
data(p201):a13(A,2):0.27396171667980596 
data(p201):a14(A,1):-0.15027613596833717 
data(p201):a15(A,0):0.5284191022699556 
data(p201):a16(A,1):0.06195050445605742 
data(p201):a17(A,1):0.05928085294296362 
data(p201):a18(A,2):-0.1421003219231499 
data(p201):a19(A,2):-0.3080521682082487 
data(p201):a20(A,2):0.04117019333306195 
data(p201):a21(A,2):0.7048868152049794 
data(p201):a22(A,2):-0.10322632214590416 
data(p201):a23(A,3):1.0966024061653437 
data(p201):a24(A,3):0.31971839210874214 
data(p201):a25(A,3):0.0066794025761582835 
data(p201):a26(A,3):-0.08940212376450964 
data(p201):a27(A,3):0.2948166944126506 
data(p201):a28(A,3):0.3145022983492087 
data(p201):a29(A,2):0.26536243146603955 
data(p201):a30(A,2):0.13208739610931053 
data(p201):a31(A,1):0.263180865993805 
data(p201):a32(A,1):0.28944540747990144 
data(p201):a33(A,0):-0.11922715619564508 
data(p201):a34(A,1):0.09933322415724537 
data(p201):a35(A,1):0.45424095358543654 
data(p201):a36(A,0):1.2416664462529579 
data(p201):a37(A,0):0.1622222689565707 
data(p201):a38(A,0):-0.3394045611725378 
data(p201):a39(A,0):-0.4497589055638891 
data(p201):a40(A,0):0.3590979546017086 
data(p201):a41(A,0):-0.24408269247069642 
data(p201):a42(A,0):-0.19232162003640885 
data(p201):a43(A,1):-0.22128808132588285 
data(p201):a44(A,2):0.34161927265220016 
data(p201):a45(A,2):0.02795847176150477 
data(p201):a46(A,3):0.3431449006844072 
data(p201):a47(A,3):0.03938733630659064 
data(p201):a48(A,3):0.4796744837366612 
data(p201):a49(A,2):0.013429628759616462 
data(p201):a50(A,2):-0.21007015105506124 
data(p201):a51(A,1):-0.6152053365115967 
data(p201):a52(A,2):0.7975676117752243 
data(p201):a53(A,1):0.06614373443927771 
data(p201):a54(A,0):0.19980705420165595 
data(p201):a55(A,0):0.6833364386106825 
data(p201):a56(A,2):-0.009608683960516411 
data(p201):a57(A,1):0.14597614941782477 
data(p201):a58(A,0):-0.3233274283409863 
data(p201):a59(A,0):0.028833672920883055 
data(p201):a60(A,2):-0.1315175862177266 
data(p193):a1(A,0):-0.41682032116858014 
data(p193):a2(A,1):0.08313834986054748 
data(p193):a3(A,1):0.08022782337036916 
data(p193):a4(A,2):0.3070587655875273 
data(p193):a5(A,2):0.20352197720159568 
data(p193):a6(A,2):0.14920944512921708 
data(p193):a7(A,0):0.015944231844560806 
data(p193):a8(A,1):0.27132914520113244 
data(p193):a9(A,2):0.6888729692364605 
data(p193):a10(A,2):0.7782903201549863 
data(p193):a11(A,2):0.34584183170779115 
data(p193):a12(A,2):0.5995895883155484 
data(p193):a13(A,2):0.2476457911244174 
data(p193):a14(A,1):-0.1306476265972107 
data(p193):a15(A,1):0.5452289666601661 
data(p193):a16(A,0):0.012595358320662296 
data(p193):a17(A,0):0.17735277081536158 
data(p193):a18(A,1):0.16836955957801433 
data(p193):a19(A,0):0.35073668822151904 
data(p193):a20(A,0):-0.04634699723337477 
data(p193):a21(A,0):-0.6802772089592772 
data(p193):a22(A,0):0.19892767292633173 
data(p193):a23(A,1):-0.7581489126609811 
data(p193):a24(A,1):-0.3308773596956001 
data(p193):a25(A,2):0.001388467239946034 
data(p193):a26(A,2):-0.09264037286564657 
data(p193):a27(A,2):0.2826159102322561 
data(p193):a28(A,3):0.3691683437162065 
data(p193):a29(A,3):0.38342173896047244 
data(p193):a30(A,2):0.15020863569574197 
data(p193):a31(A,2):-0.3102243731189029 
data(p193):a32(A,2):-0.13007345958042132 
data(p193):a33(A,1):-0.06893560138963305 
data(p193):a34(A,0):0.11722185090377875 
data(p193):a35(A,0):0.5310647629284733 
data(p193):a36(A,0):1.4290198148071072 
data(p193):a37(A,1):0.16096609173711088 
data(p193):a38(A,0):-0.30956908710223957 
data(p193):a39(A,1):-0.13444165369632602 
data(p193):a40(A,1):0.2977938588071163 
data(p193):a41(A,1):-0.18963335849470922 
data(p193):a42(A,2):0.14508401012390756 
data(p193):a43(A,0):-0.11664480799823222 
data(p193):a44(A,0):-0.4755268186309466 
data(p193):a45(A,0):-0.2756966142124115 
data(p193):a46(A,2):0.2433188352333739 
data(p193):a47(A,3):0.15863708465259452 
data(p193):a48(A,3):0.5433605511202043 
data(p193):a49(A,2):-0.04418214095491773 
data(p193):a50(A,0):0.33332467929256426 
data(p193):a51(A,2):0.8957345366351642 
data(p193):a52(A,0):-1.2623106392945083 
data(p193):a53(A,1):0.04084303444008123 
data(p193):a54(A,1):0.14495183378399779 
data(p193):a55(A,1):0.5754725349698191 
data(p193):a56(A,2):-0.008827557231028658 
data(p193):a57(A,0):0.11414528380994755 
data(p193):a58(A,0):-0.27426021446114646 
data(p193):a59(A,0):0.00579765920958743 
data(p193):a60(A,0):0.012696748481305382 
data(p55):a1(A,0):-0.41031105070759066 
data(p55):a2(A,0):0.03980594844497407 
data(p55):a3(A,0):0.05158924392123927 
data(p55):a4(A,0):-0.4299065756948352 
data(p55):a5(A,1):0.05343959957566203 
data(p55):a6(A,0):-0.1900497522390298 
data(p55):a7(A,0):0.004877673566048216 
data(p55):a8(A,0):0.30731250788703257 
data(p55):a9(A,0):-1.1441385082347542 
data(p55):a10(A,0):-0.8378944671558316 
data(p55):a11(A,1):-0.32460828676298387 
data(p55):a12(A,1):-0.5335066011436734 
data(p55):a13(A,1):-0.10461513645817345 
data(p55):a14(A,1):-0.1799379592253555 
data(p55):a15(A,1):0.5246750825046269 
data(p55):a16(A,1):-0.05925526861536155 
data(p55):a17(A,1):-0.037503378641005294 
data(p55):a18(A,1):0.10549356515391085 
data(p55):a19(A,1):0.19452779192844913 
data(p55):a20(A,1):-0.04150975481719245 
data(p55):a21(A,1):-1.0993944479877196 
data(p55):a22(A,1):0.056939527119186546 
data(p55):a23(A,1):-0.9263651056221669 
data(p55):a24(A,1):-0.3427380876846828 
data(p55):a25(A,2):-0.002459901971854869 
data(p55):a26(A,2):-0.08857999887572841 
data(p55):a27(A,3):0.3743391575121573 
data(p55):a28(A,2):0.17427374819967295 
data(p55):a29(A,2):0.19915726769068473 
data(p55):a30(A,2):0.12128588827354947 
data(p55):a31(A,3):-0.2902767471774764 
data(p55):a32(A,2):-0.19888199496129624 
data(p55):a33(A,1):-0.0705831222430116 
data(p55):a34(A,1):0.08625120877267621 
data(p55):a35(A,0):0.4907252624321197 
data(p55):a36(A,1):0.6385026070827755 
data(p55):a37(A,1):0.12542930729794186 
data(p55):a38(A,1):-0.3013345343367562 
data(p55):a39(A,2):0.2807893719925686 
data(p55):a40(A,1):0.22229189644278788 
data(p55):a41(A,1):-0.2395409979710876 
data(p55):a42(A,2):0.1447936002409127 
data(p55):a43(A,2):0.07823703644147129 
data(p55):a44(A,1):-0.3247554289851679 
data(p55):a45(A,1):-0.32500330068549677 
data(p55):a46(A,2):0.19072041474068374 
data(p55):a47(A,1):-0.07251321392920283 
data(p55):a48(A,1):-0.09615454152649104 
data(p55):a49(A,1):0.10170482825075183 
data(p55):a50(A,3):-0.42156974424160165 
data(p55):a51(A,1):-0.652242941074575 
data(p55):a52(A,0):-1.3299825226821869 
data(p55):a53(A,0):-0.04093283674164631 
data(p55):a54(A,0):0.19904308287011702 
data(p55):a55(A,0):0.7321962394194165 
data(p55):a56(A,1):-0.15682170011752813 
data(p55):a57(A,3):-0.08112456337777442 
data(p55):a58(A,3):0.28110460814845944 
data(p55):a59(A,0):0.002791156574815442 
data(p55):a60(A,2):-0.19631404677342496 
data(p194):a1(A,1):-0.2161548606419465 
data(p194):a2(A,0):0.03235040787647569 
data(p194):a3(A,2):-0.028860764862390576 
data(p194):a4(A,0):-0.4490730924931475 
data(p194):a5(A,1):0.10218090284240111 
data(p194):a6(A,1):-0.10684415156753414 
data(p194):a7(A,1):0.012840335805950807 
data(p194):a8(A,1):0.30243633844160467 
data(p194):a9(A,1):-0.2471942507622772 
data(p194):a10(A,1):-0.6427926940213309 
data(p194):a11(A,1):-0.29091670569301536 
data(p194):a12(A,2):0.6240303710269645 
data(p194):a13(A,1):-0.09450225738623577 
data(p194):a14(A,0):-0.17542568556740934 
data(p194):a15(A,1):0.50930572640452 
data(p194):a16(A,0):0.008352046034659034 
data(p194):a17(A,0):0.10289548879335345 
data(p194):a18(A,0):0.22680457803517243 
data(p194):a19(A,0):0.34771711279613415 
data(p194):a20(A,0):-0.026125811845565363 
data(p194):a21(A,0):-0.7462702946341907 
data(p194):a22(A,0):0.12678358221681202 
data(p194):a23(A,1):-0.7923242842523953 
data(p194):a24(A,1):-0.3356718157597028 
data(p194):a25(A,2):-0.007798135189222568 
data(p194):a26(A,2):-0.07785053538585619 
data(p194):a27(A,3):0.4263173762711837 
data(p194):a28(A,3):0.3952146325195333 
data(p194):a29(A,3):0.4398745998774923 
data(p194):a30(A,2):0.1301699908856433 
data(p194):a31(A,3):-0.2905460746599953 
data(p194):a32(A,2):-0.15228896827701854 
data(p194):a33(A,1):-0.07909140689283606 
data(p194):a34(A,1):0.10309706716679436 
data(p194):a35(A,0):0.47600920516582984 
data(p194):a36(A,0):1.473900912314498 
data(p194):a37(A,1):0.167424164818707 
data(p194):a38(A,1):-0.29447374602264953 
data(p194):a39(A,1):-0.09240502180973754 
data(p194):a40(A,1):0.23071202010975947 
data(p194):a41(A,1):-0.24221777900827765 
data(p194):a42(A,2):0.15331018329223478 
data(p194):a43(A,1):-0.20337987502602672 
data(p194):a44(A,0):-0.4504563145239886 
data(p194):a45(A,0):-0.24191877936790948 
data(p194):a46(A,2):0.25945171952771384 
data(p194):a47(A,3):0.2401054634886077 
data(p194):a48(A,2):0.4370385695152492 
data(p194):a49(A,1):0.1523650119223337 
data(p194):a50(A,1):0.2914727005672602 
data(p194):a51(A,3):1.0203347976857806 
data(p194):a52(A,2):0.8465731092228078 
data(p194):a53(A,1):0.0526789041100415 
data(p194):a54(A,0):0.19735755355778828 
data(p194):a55(A,1):0.5467558270207892 
data(p194):a56(A,0):0.03270973888749955 
data(p194):a57(A,0):0.06777507146798473 
data(p194):a58(A,0):-0.3154436148073232 
data(p194):a59(A,0):-0.011592131941637036 
data(p194):a60(A,0):-0.015287273473776493 
data(p4):a1(A,0):-0.4065408252715754 
data(p4):a2(A,1):0.04891326254339266 
data(p4):a3(A,3):-0.009800916674048338 
data(p4):a4(A,0):-0.49547266447101096 
data(p4):a5(A,0):-0.635164951956617 
data(p4):a6(A,0):-0.1406163507070599 
data(p4):a7(A,2):0.053279321502067774 
data(p4):a8(A,2):-0.23550128287640773 
data(p4):a9(A,0):-1.0770323393638597 
data(p4):a10(A,1):-0.5537735074134815 
data(p4):a11(A,0):-0.4956380900788576 
data(p4):a12(A,1):-0.5589388944293501 
data(p4):a13(A,0):-0.30693416745803076 
data(p4):a14(A,1):-0.2161747045725727 
data(p4):a15(A,1):0.45188457285618994 
data(p4):a16(A,1):-0.020530728125589703 
data(p4):a17(A,0):0.03222605140015062 
data(p4):a18(A,0):0.17871417000617526 
data(p4):a19(A,1):0.2278040190914241 
data(p4):a20(A,1):-0.04588178829596941 
data(p4):a21(A,0):-1.0507112221144779 
data(p4):a22(A,0):0.12703591662658542 
data(p4):a23(A,1):-0.835199609947242 
data(p4):a24(A,0):-0.3296548971393642 
data(p4):a25(A,0):0.0025596320638535276 
data(p4):a26(A,0):0.12871231241715717 
data(p4):a27(A,0):-0.09436861732185145 
data(p4):a28(A,0):-0.18407104225678156 
data(p4):a29(A,0):-0.2799909091891248 
data(p4):a30(A,0):-0.14621559247425722 
data(p4):a31(A,2):-0.27217525509177964 
data(p4):a32(A,3):-0.32904403913573477 
data(p4):a33(A,3):-0.033237031531821275 
data(p4):a34(A,1):0.09181375618871442 
data(p4):a35(A,2):-0.4223736018795755 
data(p4):a36(A,1):0.6937489230783687 
data(p4):a37(A,3):-0.3808185100174725 
data(p4):a38(A,3):0.3070864116194746 
data(p4):a39(A,3):0.22054147892748835 
data(p4):a40(A,3):-0.27774881776502364 
data(p4):a41(A,3):0.22467640340565412 
data(p4):a42(A,3):0.13394501261684827 
data(p4):a43(A,2):0.035583381229126125 
data(p4):a44(A,3):0.5196074725379407 
data(p4):a45(A,3):0.5569515598733625 
data(p4):a46(A,3):0.2716838638292831 
data(p4):a47(A,3):0.2512249719835453 
data(p4):a48(A,3):0.5109423492330648 
data(p4):a49(A,2):-0.07601214131991821 
data(p4):a50(A,3):-0.3601661860525218 
data(p4):a51(A,3):0.8902738699634308 
data(p4):a52(A,2):0.6613257217370004 
data(p4):a53(A,0):-0.06717360814575385 
data(p4):a54(A,3):-0.05420892032531935 
data(p4):a55(A,2):-0.6364519643097106 
data(p4):a56(A,2):-0.06524532951452743 
data(p4):a57(A,1):0.11752150831214178 
data(p4):a58(A,1):-0.14633441798956723 
data(p4):a59(A,1):-0.11650880943083661 
data(p4):a60(A,3):0.15007481446061924 
data(p135):a1(A,3):0.4361321979874126 
data(p135):a2(A,3):-0.058133882632534606 
data(p135):a3(A,1):0.0460136976886751 
data(p135):a4(A,3):0.6323319399297274 
data(p135):a5(A,2):0.20777049582526633 
data(p135):a6(A,2):0.1332908947911277 
data(p135):a7(A,3):-0.08213002268345831 
data(p135):a8(A,3):-0.3742475613882992 
data(p135):a9(A,3):0.7612514668455796 
data(p135):a10(A,3):0.6140739479661207 
data(p135):a11(A,3):0.36762225319457575 
data(p135):a12(A,1):-0.4461452289583031 
data(p135):a13(A,1):0.04385159122883456 
data(p135):a14(A,1):-0.1678168441146189 
data(p135):a15(A,3):-0.8799404304526967 
