id,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_type,veil_color,ring_number,ring_type,spore_print_color,population,habitat,label
6923,k,s,e,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,p
6924,f,s,e,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,p
6925,b,f,g,f,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,n,g,e
6926,f,y,n,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,p
6927,f,s,n,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,p
6928,f,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,n,c,l,e
6929,x,y,p,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,y,p,e
6930,f,s,n,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,p
6931,k,y,e,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,p
6932,f,s,n,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,p
6933,b,s,w,f,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,n,g,e
6934,x,y,e,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,p
6935,f,y,e,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,p
6936,f,s,e,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,p
6937,k,y,n,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,p
6938,x,f,w,f,n,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,s,g,e
6939,b,s,w,f,n,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,n,g,e
6940,k,s,e,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,p
6941,f,y,n,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,p
6942,f,y,n,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,v,p,e
6943,k,s,n,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,p
6944,k,s,n,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,p
6945,f,y,n,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,p
6946,f,y,e,f,m,a,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d,p
6947,x,s,e,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,p
6948,k,y,e,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,p
6949,x,s,n,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,p
6950,k,s,e,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,p
6951,k,y,n,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,p
6952,f,y,e,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,p
6953,x,f,w,f,n,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,s,g,e
6954,k,s,n,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,p
6955,f,s,n,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,p
6956,k,s,e,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,p
6957,k,s,e,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,p
6958,k,y,n,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,p
6959,k,f,w,f,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,s,g,e
6960,k,s,n,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,p
6961,k,y,n,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,p
6962,k,s,n,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,p
6963,k,s,e,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,p
6964,x,s,n,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,p
6965,x,y,e,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,p
6966,f,s,e,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,p
6967,k,y,n,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,p
6968,b,s,n,f,n,f,c,b,w,e,b,y,y,n,n,p,w,t,p,w,y,d,e
6969,f,s,n,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,p
6970,k,y,e,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,p
6971,x,s,n,f,n,f,c,b,w,e,b,y,y,n,n,p,w,t,p,w,y,d,e
6972,f,s,n,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,p
6973,k,s,n,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,p
6974,f,y,n,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,p
6975,x,s,n,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,p
6976,k,f,w,f,n,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,s,g,e
6977,f,y,e,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,p
6978,x,s,e,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,p
6979,x,s,n,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,p
6980,f,s,n,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,p
6981,k,s,n,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,p
6982,k,s,e,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,p
6983,k,s,e,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,p
6984,x,s,e,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,p
6985,b,s,n,f,n,f,c,b,w,e,b,y,y,n,n,p,w,t,p,w,y,p,e
6986,k,s,e,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,p
6987,x,s,n,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,p
6988,x,y,e,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,p
6989,f,s,e,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,p
6990,b,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,n,o,p,n,c,l,e
6991,k,s,g,f,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,n,g,e
6992,k,y,e,f,m,f,c,b,y,e,c,k,y,c,c,p,w,n,n,w,c,d,p
6993,k,y,e,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,p
6994,f,s,e,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,p
6995,k,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,o,c,l,e
6996,f,y,e,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,p
6997,k,y,e,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,p
6998,k,f,w,f,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,s,g,e
6999,x,s,g,f,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,s,g,e
7000,k,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,o,v,l,e
7001,k,y,e,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,p
7002,k,y,n,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,p
7003,k,s,e,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,p
7004,x,s,w,f,n,f,w,b,w,e,?,k,k,w,w,p,w,t,p,w,s,g,e
7005,k,s,w,f,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,n,g,e
7006,k,s,w,f,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,s,g,e
7007,k,s,e,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,p
7008,x,s,e,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,p
7009,k,s,g,f,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,s,g,e
7010,x,f,w,f,n,f,w,b,g,e,?,s,k,w,w,p,w,t,p,w,s,g,e
7011,k,y,e,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,p
7012,b,s,w,f,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,s,g,e
7013,k,s,e,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,p
7014,f,s,n,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,p
7015,f,y,n,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,p
7016,k,s,g,f,n,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,s,g,e
7017,x,s,w,f,n,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,n,g,e
7018,f,y,e,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,p
7019,x,s,e,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,p
7020,x,f,w,f,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,s,g,e
7021,k,f,w,f,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,n,g,e
7022,f,s,e,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,p
7023,f,s,g,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,v,p,e
7024,k,s,e,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,p
7025,x,s,n,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,p
7026,k,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,n,o,p,b,c,l,e
7027,x,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,n,c,l,e
7028,k,y,e,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,p
7029,x,s,e,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,p
7030,x,s,n,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,p
7031,k,s,e,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,p
7032,x,s,n,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,p
7033,k,f,w,f,n,f,w,b,g,e,?,k,s,w,w,p,w,t,p,w,n,g,e
7034,k,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,n,c,l,e
7035,k,y,c,f,m,f,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d,p
7036,x,f,g,f,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,s,g,e
7037,x,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,o,v,l,e
7038,x,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,b,v,l,e
7039,k,y,e,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,p
7040,k,f,w,f,n,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,n,g,e
7041,x,f,g,f,n,f,w,b,g,e,?,k,s,w,w,p,w,t,p,w,s,g,e
7042,f,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,o,o,p,n,v,l,e
7043,k,y,n,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,p
7044,k,y,n,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,p
7045,f,y,n,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,p
7046,f,y,e,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,p
7047,k,f,g,f,n,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,n,g,e
7048,f,y,e,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,p
7049,f,y,n,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,p
7050,k,s,e,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,p
7051,k,s,g,f,n,f,w,b,w,e,?,k,k,w,w,p,w,t,p,w,s,g,e
7052,b,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,n,o,p,y,c,l,e
7053,k,y,n,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,p
7054,x,s,n,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,p
7055,b,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,o,v,l,e
7056,k,s,n,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,p
7057,k,s,n,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,p
7058,k,s,e,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,p
7059,f,s,e,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,p
7060,x,s,e,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,p
7061,x,s,e,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,p
7062,x,s,n,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,p
7063,k,y,n,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,p
7064,x,s,p,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,y,p,e
7065,f,s,e,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,p
7066,x,y,n,f,m,a,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d,p
7067,k,s,n,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,p
7068,k,s,g,f,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,s,g,e
7069,k,s,n,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,p
7070,f,y,n,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,p
7071,k,s,n,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,p
7072,k,y,e,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,p
7073,f,y,e,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,p
7074,f,s,c,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,y,p,e
7075,f,y,n,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,p
7076,k,s,e,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,p
7077,x,s,e,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,p
7078,f,y,e,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,p
7079,x,s,n,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,p
7080,f,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,n,o,p,n,c,l,e
7081,f,s,e,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,p
7082,x,y,e,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,p
7083,x,y,e,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,p
7084,x,s,e,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,p
7085,k,s,e,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,p
7086,x,s,e,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,p
7087,b,f,g,f,n,f,w,b,w,e,?,k,s,w,w,p,w,t,p,w,s,g,e
7088,k,y,e,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,p
7089,k,s,e,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,p
7090,k,f,g,f,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,n,g,e
7091,f,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,n,o,p,n,v,l,e
7092,f,y,n,f,m,f,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d,p
7093,k,s,e,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,p
7094,f,s,n,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,p
7095,k,y,n,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,p
7096,k,s,e,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,p
7097,k,y,n,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,p
7098,k,y,n,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,p
7099,x,f,g,f,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,n,g,e
7100,k,y,e,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,p
7101,x,y,c,f,m,a,c,b,y,e,c,k,y,c,c,p,w,n,n,w,c,d,p
7102,k,y,e,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,p
7103,k,y,e,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,p
7104,b,s,w,f,n,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,s,g,e
7105,k,s,n,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,p
7106,x,s,e,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,p
7107,f,y,n,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,p
7108,f,s,e,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,p
7109,k,y,e,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,p
7110,k,y,e,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,p
7111,b,f,w,f,n,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,n,g,e
7112,k,y,n,f,m,a,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d,p
7113,f,y,e,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,p
7114,k,s,n,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,p
7115,k,y,n,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,p
7116,x,s,e,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,p
7117,x,y,g,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,v,p,e
7118,f,s,n,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,p
7119,k,y,e,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,p
7120,k,f,w,f,n,f,w,b,w,e,?,k,k,w,w,p,w,t,p,w,n,g,e
7121,x,s,n,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,p
7122,k,y,n,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,p
7123,x,s,e,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,p
7124,k,s,w,f,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,n,g,e
7125,f,y,n,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,p
7126,k,s,e,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,p
7127,k,s,e,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,p
7128,f,y,e,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,p
7129,f,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,n,o,p,y,v,l,e
7130,f,y,n,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,p
7131,k,y,e,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,p
7132,k,s,e,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,p
7133,k,s,e,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,p
7134,b,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,o,o,p,b,v,l,e
7135,k,s,g,f,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,s,g,e
7136,x,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,n,v,l,e
7137,x,f,g,f,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,n,g,e
7138,k,s,e,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,p
7139,f,y,e,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,p
7140,k,s,n,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,p
7141,k,s,n,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,p
7142,b,s,w,f,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,n,g,e
7143,f,s,n,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,p
7144,b,f,g,f,n,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,n,g,e
7145,x,s,n,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,p
7146,x,y,e,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,p
7147,f,y,c,f,m,f,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d,p
7148,f,s,n,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,p
7149,x,y,e,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,p
7150,f,s,n,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,p
7151,f,y,e,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,p
7152,f,s,e,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,p
7153,x,s,e,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,p
7154,k,s,g,f,n,f,w,b,w,e,?,k,s,w,w,p,w,t,p,w,s,g,e
7155,x,s,e,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,p
7156,k,s,n,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,p
7157,k,y,e,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,p
7158,x,s,n,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,p
7159,b,s,g,f,n,f,w,b,g,e,?,s,k,w,w,p,w,t,p,w,n,g,e
7160,x,s,n,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,p
7161,f,s,e,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,p
7162,k,s,n,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,p
7163,b,s,g,f,n,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,s,g,e
7164,x,s,n,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,p
7165,f,y,e,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,p
7166,f,s,e,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,p
7167,f,y,n,f,m,f,c,b,y,e,c,k,y,c,c,p,w,n,n,w,c,d,p
7168,b,f,g,f,n,f,w,b,g,e,?,k,s,w,w,p,w,t,p,w,s,g,e
7169,f,s,e,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,p
7170,k,s,n,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,p
7171,k,s,g,f,n,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,n,g,e
7172,k,y,n,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,p
7173,x,s,e,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,p
7174,b,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,y,c,l,e
7175,k,y,n,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,p
7176,f,y,n,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,p
7177,x,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,n,o,p,b,c,l,e
7178,k,s,n,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,p
7179,k,s,n,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,p
7180,k,s,n,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,p
7181,k,s,n,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,p
7182,f,y,c,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,y,p,e
7183,f,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,n,o,p,n,c,l,e
7184,b,s,w,f,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,n,g,e
7185,k,s,e,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,p
7186,b,s,g,f,n,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,n,g,e
7187,k,y,e,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,p
7188,k,y,n,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,p
7189,x,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,o,o,p,y,c,l,e
7190,x,s,e,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,p
7191,x,s,n,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,p
7192,f,s,e,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,p
7193,f,y,e,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,p
7194,x,y,e,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,p
7195,k,s,e,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,p
7196,k,y,n,f,n,f,c,b,w,e,b,y,y,n,n,p,w,t,p,w,y,d,e
7197,f,s,e,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,p
7198,k,s,n,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,p
7199,f,y,n,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,p
7200,f,s,e,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,p
7201,k,f,g,f,n,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,n,g,e
7202,k,s,n,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,p
7203,b,f,w,f,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,s,g,e
7204,k,s,e,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,p
